"...1","Date","EUR_EUR","CAL_EUR","NZ_EUR","Hubei_EUR"
2268,2011-03-15,16.3,NA,10.586233,NA
2269,2011-03-16,16.4,NA,10.586233,NA
2270,2011-03-17,16.23,NA,11.16289437,NA
2271,2011-03-18,16.1,NA,11.16289437,NA
2274,2011-03-21,16.1,NA,11.16289437,NA
2275,2011-03-22,16.1,NA,11.16289437,NA
2276,2011-03-23,16.25,NA,11.16289437,NA
2277,2011-03-24,16.05,NA,11.16289437,NA
2278,2011-03-25,16.4,NA,11.16289437,NA
2281,2011-03-28,16.55,NA,11.16289437,NA
2282,2011-03-29,16.4,NA,11.16289437,NA
2283,2011-03-30,16.2,NA,11.16289437,NA
2284,2011-03-31,16.45,NA,11.16289437,NA
2285,2011-04-01,16.83,NA,11.48567975,NA
2288,2011-04-04,16.59,NA,11.48567975,NA
2289,2011-04-05,16.28,NA,10.99576924,NA
2290,2011-04-06,16.43,NA,10.99576924,NA
2291,2011-04-07,16.45,NA,10.99576924,NA
2292,2011-04-08,16.43,NA,10.99576924,NA
2295,2011-04-11,16.18,NA,10.99576924,NA
2296,2011-04-12,16.15,NA,11.10463824,NA
2297,2011-04-13,16.03,NA,11.10463824,NA
2298,2011-04-14,16.1,NA,11.10463824,NA
2299,2011-04-15,16.45,NA,11.10463824,NA
2302,2011-04-18,16.17,NA,11.02298649,NA
2303,2011-04-19,16.11,NA,11.02298649,NA
2304,2011-04-20,16.2,NA,11.02298649,NA
2305,2011-04-21,16.21,NA,11.07742099,NA
2306,2011-04-22,NA,NA,NA,NA
2309,2011-04-25,NA,NA,NA,NA
2310,2011-04-26,16.1,NA,11.07742099,NA
2311,2011-04-27,16.23,NA,11.05020374,NA
2312,2011-04-28,16.49,NA,11.05020374,NA
2313,2011-04-29,16.39,NA,11.05020374,NA
2316,2011-05-02,16.5,NA,11.35581495,NA
2317,2011-05-03,16.7,NA,11.35581495,NA
2318,2011-05-04,16.73,NA,11.35581495,NA
2319,2011-05-05,16.69,NA,11.35581495,NA
2320,2011-05-06,16.45,NA,11.28380247,NA
2323,2011-05-09,16.6,NA,11.28380247,NA
2324,2011-05-10,16.59,NA,11.24502652,NA
2325,2011-05-11,16.57,NA,11.02344964,NA
2326,2011-05-12,16.41,NA,11.21732941,NA
2327,2011-05-13,16.46,NA,11.21732941,NA
2330,2011-05-16,16.4,NA,11.21732941,NA
2331,2011-05-17,16.43,NA,11.21732941,NA
2332,2011-05-18,16.17,NA,11.10654097,NA
2333,2011-05-19,16.18,NA,11.13423808,NA
2334,2011-05-20,16.03,NA,11.13423808,NA
2337,2011-05-23,15.88,NA,11.13423808,NA
2338,2011-05-24,15.98,NA,11.13423808,NA
2339,2011-05-25,15.85,NA,11.13423808,NA
2340,2011-05-26,16.02,NA,10.95697658,NA
2341,2011-05-27,16.41,NA,10.99575253,NA
2344,2011-05-30,16.83,NA,10.99575253,NA
2345,2011-05-31,16.84,NA,10.99575253,NA
2346,2011-06-01,16.63,NA,11.243526,NA
2347,2011-06-02,NA,NA,11.243526,NA
2348,2011-06-03,16.51,NA,11.243526,NA
2351,2011-06-06,16.45,NA,NA,NA
2352,2011-06-07,16.38,NA,11.243526,NA
2353,2011-06-08,16.22,NA,11.243526,NA
2354,2011-06-09,16.37,NA,11.243526,NA
2355,2011-06-10,16.31,NA,11.243526,NA
2358,2011-06-13,NA,NA,11.243526,NA
2359,2011-06-14,16.15,NA,11.243526,NA
2360,2011-06-15,16.03,NA,11.243526,NA
2361,2011-06-16,15.83,NA,11.243526,NA
2362,2011-06-17,15.34,NA,11.243526,NA
2365,2011-06-20,14.98,NA,11.04527743,NA
2366,2011-06-21,14.54,NA,10.90367131,NA
2367,2011-06-22,14.53,NA,10.90367131,NA
2368,2011-06-23,13.25,NA,10.90367131,NA
2369,2011-06-24,12.35,NA,10.90367131,NA
2372,2011-06-27,12.82,NA,10.17864797,NA
2373,2011-06-28,13.36,NA,10.4222105,NA
2374,2011-06-29,13.03,NA,10.62045907,NA
2375,2011-06-30,13.3,NA,10.62045907,NA
2376,2011-07-01,13.13,NA,11.1301432,NA
2379,2011-07-04,13.17,NA,11.1301432,NA
2380,2011-07-05,13.4,NA,11.1301432,NA
2381,2011-07-06,13.08,NA,10.95206091,NA
2382,2011-07-07,12.87,NA,10.803659,NA
2383,2011-07-08,12.5,NA,10.803659,NA
2386,2011-07-11,11.89,NA,10.803659,NA
2387,2011-07-12,12.24,NA,10.74429824,NA
2388,2011-07-13,11.84,NA,10.74429824,NA
2389,2011-07-14,12.15,NA,10.74429824,NA
2390,2011-07-15,12.27,NA,10.74429824,NA
2393,2011-07-18,12.04,NA,9.913247544,NA
2394,2011-07-19,12.18,NA,9.913247544,NA
2395,2011-07-20,12.56,NA,9.85388678,NA
2396,2011-07-21,12.92,NA,9.85388678,NA
2397,2011-07-22,12.78,NA,9.85388678,NA
2400,2011-07-25,12.74,NA,9.85388678,NA
2401,2011-07-26,12.68,NA,9.85388678,NA
2402,2011-07-27,12.25,NA,9.85388678,NA
2403,2011-07-28,12.33,NA,9.85388678,NA
2404,2011-07-29,12.09,NA,9.85388678,NA
2407,2011-08-01,11.9,NA,9.172955681,NA
2408,2011-08-02,11.55,NA,8.822396865,NA
2409,2011-08-03,11.24,NA,8.530264519,NA
2410,2011-08-04,11.17,NA,8.530264519,NA
2411,2011-08-05,10.76,NA,8.062852764,NA
2414,2011-08-08,10.57,NA,8.062852764,NA
2415,2011-08-09,11.22,NA,8.062852764,NA
2416,2011-08-10,11.43,NA,8.062852764,NA
2417,2011-08-11,12.1,NA,8.208918938,NA
2418,2011-08-12,12.28,NA,8.208918938,NA
2421,2011-08-15,12.34,NA,8.208918938,NA
2422,2011-08-16,12.19,NA,8.822396865,NA
2423,2011-08-17,12.64,NA,8.822396865,NA
2424,2011-08-18,12.18,NA,8.910036569,NA
2425,2011-08-19,12.32,NA,8.910036569,NA
2428,2011-08-22,12.4,NA,8.939249804,NA
2429,2011-08-23,12.7,NA,8.939249804,NA
2430,2011-08-24,13.02,NA,8.939249804,NA
2431,2011-08-25,12.84,NA,9.552727732,NA
2432,2011-08-26,13.02,NA,9.552727732,NA
2435,2011-08-29,13.05,NA,9.552727732,NA
2436,2011-08-30,13.25,NA,9.552727732,NA
2437,2011-08-31,12.81,NA,9.435874793,NA
2438,2011-09-01,12.71,NA,9.52537248,NA
2439,2011-09-02,12.42,NA,9.52537248,NA
2442,2011-09-05,12.26,NA,9.52537248,NA
2443,2011-09-06,12.04,NA,9.52537248,NA
2444,2011-09-07,12.29,NA,9.52537248,NA
2445,2011-09-08,12.15,NA,9.52537248,NA
2446,2011-09-09,11.76,NA,9.52537248,NA
2449,2011-09-12,11.76,NA,9.52537248,NA
2450,2011-09-13,11.89,NA,8.581682327,NA
2451,2011-09-14,12.06,NA,8.581682327,NA
2452,2011-09-15,12.23,NA,8.581682327,NA
2453,2011-09-16,12.01,NA,8.994546769,NA
2456,2011-09-19,11.7,NA,8.994546769,NA
2457,2011-09-20,11.78,NA,8.994546769,NA
2458,2011-09-21,11.69,NA,8.994546769,NA
2459,2011-09-22,11.24,NA,8.994546769,NA
2460,2011-09-23,11.3,NA,8.994546769,NA
2463,2011-09-26,10.75,NA,8.994546769,NA
2464,2011-09-27,10.71,NA,8.994546769,NA
2465,2011-09-28,10.39,NA,8.994546769,NA
2466,2011-09-29,10.81,NA,8.316269471,NA
2467,2011-09-30,10.61,NA,8.316269471,NA
2470,2011-10-03,NA,NA,8.111040785,NA
2471,2011-10-04,10.03,NA,8.111040785,NA
2472,2011-10-05,10.12,NA,8.111040785,NA
2473,2011-10-06,10.4,NA,8.111040785,NA
2474,2011-10-07,10.37,NA,8.111040785,NA
2477,2011-10-10,10.64,NA,7.679602446,NA
2478,2011-10-11,10.6,NA,7.679602446,NA
2479,2011-10-12,10.63,NA,7.679602446,NA
2480,2011-10-13,10.21,NA,7.679602446,NA
2481,2011-10-14,10.32,NA,7.679602446,NA
2484,2011-10-17,10.27,NA,7.679602446,NA
2485,2011-10-18,10.22,NA,7.679602446,NA
2486,2011-10-19,9.95,NA,7.679602446,NA
2487,2011-10-20,10.11,NA,7.679602446,NA
2488,2011-10-21,10.3,NA,7.679602446,NA
2491,2011-10-24,10.45,NA,NA,NA
2492,2011-10-25,10.34,NA,7.679602446,NA
2493,2011-10-26,10.06,NA,7.679602446,NA
2494,2011-10-27,10.35,NA,7.679602446,NA
2495,2011-10-28,10.34,NA,7.679602446,NA
2498,2011-10-31,10.11,NA,7.679602446,NA
2499,2011-11-01,9.84,NA,7.637669438,NA
2500,2011-11-02,9.45,NA,7.637669438,NA
2501,2011-11-03,9.63,NA,7.637669438,NA
2502,2011-11-04,9.36,NA,7.637669438,NA
2505,2011-11-07,9.74,NA,7.637669438,NA
2506,2011-11-08,10.03,NA,7.609063935,NA
2507,2011-11-09,9.83,NA,7.780696956,NA
2508,2011-11-10,9.68,NA,7.666274942,NA
2509,2011-11-11,10.07,NA,7.666274942,NA
2512,2011-11-14,10.03,NA,7.666274942,NA
2513,2011-11-15,10.05,NA,7.666274942,NA
2514,2011-11-16,9.84,NA,7.666274942,NA
2515,2011-11-17,9.64,NA,7.666274942,NA
2516,2011-11-18,9.31,NA,7.666274942,NA
2519,2011-11-21,8.88,NA,7.666274942,NA
2520,2011-11-22,9.07,NA,7.666274942,NA
2521,2011-11-23,8.43,NA,7.466036417,NA
2522,2011-11-24,7.86,NA,7.466036417,NA
2523,2011-11-25,7.72,NA,6.436238291,NA
2526,2011-11-28,7.96,NA,6.436238291,NA
2527,2011-11-29,7.86,NA,6.436238291,NA
2528,2011-11-30,8.31,NA,6.436238291,NA
2529,2011-12-01,7.97,NA,6.566990355,NA
2530,2011-12-02,7.8,NA,6.566990355,NA
2533,2011-12-05,7.4,NA,6.566990355,NA
2534,2011-12-06,7.4,NA,6.566990355,NA
2535,2011-12-07,7.18,NA,5.778951512,NA
2536,2011-12-08,7.66,NA,5.778951512,NA
2537,2011-12-09,7.81,NA,5.778951512,NA
2540,2011-12-12,7.5,NA,5.778951512,NA
2541,2011-12-13,7.05,NA,5.778951512,NA
2542,2011-12-14,6.5,NA,5.778951512,NA
2543,2011-12-15,6.78,NA,5.778951512,NA
2544,2011-12-16,6.8,NA,4.728233056,NA
2547,2011-12-19,7.05,NA,4.728233056,NA
2548,2011-12-20,8.5,NA,4.728233056,NA
2549,2011-12-21,7.96,NA,5.545458522,NA
2550,2011-12-22,7.66,NA,5.545458522,NA
2551,2011-12-23,7.67,NA,5.545458522,NA
2554,2011-12-26,NA,NA,NA,NA
2555,2011-12-27,7.75,NA,NA,NA
2556,2011-12-28,7.39,NA,5.545458522,NA
2557,2011-12-29,6.9,NA,5.545458522,NA
2558,2011-12-30,6.76,NA,5.545458522,NA
2561,2012-01-02,6.76,NA,NA,NA
2562,2012-01-03,6.26,NA,NA,NA
2563,2012-01-04,6.23,NA,5.893310303,NA
2564,2012-01-05,6.5,NA,5.893310303,NA
2565,2012-01-06,6.29,NA,4.342439171,NA
2568,2012-01-09,6.4,NA,4.342439171,NA
2569,2012-01-10,6.84,NA,4.342439171,NA
2570,2012-01-11,6.77,NA,4.342439171,NA
2571,2012-01-12,6.9,NA,4.342439171,NA
2572,2012-01-13,6.73,NA,4.342439171,NA
2575,2012-01-16,6.46,NA,4.342439171,NA
2576,2012-01-17,6.47,NA,4.342439171,NA
2577,2012-01-18,6.59,NA,4.292811294,NA
2578,2012-01-19,7.06,NA,4.292811294,NA
2579,2012-01-20,7.01,NA,4.292811294,NA
2582,2012-01-23,6.87,NA,NA,NA
2583,2012-01-24,7.35,NA,4.292811294,NA
2584,2012-01-25,7.38,NA,4.292811294,NA
2585,2012-01-26,7.42,NA,4.292811294,NA
2586,2012-01-27,7.87,NA,4.652613397,NA
2589,2012-01-30,7.67,NA,NA,NA
2590,2012-01-31,7.82,NA,4.652613397,NA
2591,2012-02-01,8.25,NA,4.730067387,NA
2592,2012-02-02,8.53,NA,4.730067387,NA
2593,2012-02-03,8.3,NA,5.234607908,NA
2596,2012-02-06,8.5,NA,NA,NA
2597,2012-02-07,8.53,NA,5.234607908,NA
2598,2012-02-08,8.14,NA,5.234607908,NA
2599,2012-02-09,7.83,NA,5.234607908,NA
2600,2012-02-10,7.72,NA,5.234607908,NA
2603,2012-02-13,7.45,NA,4.666999822,NA
2604,2012-02-14,7.89,NA,4.666999822,NA
2605,2012-02-15,8.15,NA,4.666999822,NA
2606,2012-02-16,8.79,NA,4.666999822,NA
2607,2012-02-17,9.05,NA,5.076938995,NA
2610,2012-02-20,8.53,NA,5.076938995,NA
2611,2012-02-21,8.97,NA,5.076938995,NA
2612,2012-02-22,8.94,NA,5.076938995,NA
2613,2012-02-23,8.63,NA,5.076938995,NA
2614,2012-02-24,9.19,NA,5.076938995,NA
2617,2012-02-27,9.31,NA,5.076938995,NA
2618,2012-02-28,8.84,NA,5.423810604,NA
2619,2012-02-29,8.33,NA,5.423810604,NA
2620,2012-03-01,8.64,NA,4.818147087,NA
2621,2012-03-02,8.83,NA,4.942486366,NA
2624,2012-03-05,8.64,NA,4.942486366,NA
2625,2012-03-06,8.31,NA,4.942486366,NA
2626,2012-03-07,8.36,NA,4.942486366,NA
2627,2012-03-08,8.22,NA,4.849231906,NA
2628,2012-03-09,7.88,NA,4.849231906,NA
2631,2012-03-12,7.64,NA,4.849231906,NA
2632,2012-03-13,7.6,NA,4.849231906,NA
2633,2012-03-14,7.9,NA,4.849231906,NA
2634,2012-03-15,7.65,NA,4.849231906,NA
2635,2012-03-16,7.59,NA,4.606770311,NA
2638,2012-03-19,7.59,NA,4.606770311,NA
2639,2012-03-20,7.17,NA,4.606770311,NA
2640,2012-03-21,7.29,NA,4.631638167,NA
2641,2012-03-22,6.71,NA,4.911401546,NA
2642,2012-03-23,6.87,NA,4.911401546,NA
2645,2012-03-26,6.83,NA,4.911401546,NA
2646,2012-03-27,7.12,NA,4.631638167,NA
2647,2012-03-28,7.05,NA,4.631638167,NA
2648,2012-03-29,6.73,NA,4.631638167,NA
2649,2012-03-30,6.98,NA,4.693807807,NA
2652,2012-04-02,6.22,NA,4.480258567,NA
2653,2012-04-03,6.35,NA,4.480258567,NA
2654,2012-04-04,6.06,NA,4.480258567,NA
2655,2012-04-05,6.68,NA,4.480258567,NA
2656,2012-04-06,NA,NA,NA,NA
2659,2012-04-09,NA,NA,NA,NA
2660,2012-04-10,6.77,NA,4.480258567,NA
2661,2012-04-11,6.93,NA,4.760274727,NA
2662,2012-04-12,7.06,NA,4.760274727,NA
2663,2012-04-13,7.15,NA,4.760274727,NA
2666,2012-04-16,6.79,NA,4.760274727,NA
2667,2012-04-17,7.05,NA,4.511371474,NA
2668,2012-04-18,7.19,NA,4.511371474,NA
2669,2012-04-19,7.32,NA,4.666936007,NA
2670,2012-04-20,7.32,NA,4.666936007,NA
2673,2012-04-23,7.07,NA,4.666936007,NA
2674,2012-04-24,7.09,NA,4.666936007,NA
2675,2012-04-25,7.03,NA,NA,NA
2676,2012-04-26,7.22,NA,4.666936007,NA
2677,2012-04-27,7.25,NA,4.293581127,NA
2680,2012-04-30,7.52,NA,4.293581127,NA
2681,2012-05-01,NA,NA,4.18912532,NA
2682,2012-05-02,7.14,NA,4.18912532,NA
2683,2012-05-03,7.04,NA,4.037345417,NA
2684,2012-05-04,6.6,NA,4.037345417,NA
2687,2012-05-07,6.65,NA,4.037345417,NA
2688,2012-05-08,6.73,NA,3.794497572,NA
2689,2012-05-09,6.67,NA,3.794497572,NA
2690,2012-05-10,6.66,NA,3.794497572,NA
2691,2012-05-11,6.75,NA,3.794497572,NA
2694,2012-05-14,6.59,NA,3.824853553,NA
2695,2012-05-15,6.45,NA,3.824853553,NA
2696,2012-05-16,6.49,NA,3.824853553,NA
2697,2012-05-17,NA,NA,3.855209534,NA
2698,2012-05-18,6.37,NA,3.855209534,NA
2701,2012-05-21,6.61,NA,3.855209534,NA
2702,2012-05-22,6.89,NA,3.855209534,NA
2703,2012-05-23,6.69,NA,3.855209534,NA
2704,2012-05-24,6.79,NA,3.855209534,NA
2705,2012-05-25,6.81,NA,3.855209534,NA
2708,2012-05-28,NA,NA,3.855209534,NA
2709,2012-05-29,6.53,NA,3.703429631,NA
2710,2012-05-30,6.39,NA,3.703429631,NA
2711,2012-05-31,6.27,NA,3.642717669,NA
2712,2012-06-01,6.36,NA,3.736490694,NA
2715,2012-06-04,6.41,NA,NA,NA
2716,2012-06-05,6.36,NA,3.873495353,NA
2717,2012-06-06,6.35,NA,3.861040384,NA
2718,2012-06-07,6.35,NA,3.923315229,NA
2719,2012-06-08,6.47,NA,3.848585415,NA
2722,2012-06-11,6.57,NA,3.985590073,NA
2723,2012-06-12,6.63,NA,3.985590073,NA
2724,2012-06-13,6.7,NA,3.985590073,NA
2725,2012-06-14,6.65,NA,3.985590073,NA
2726,2012-06-15,6.65,NA,3.985590073,NA
2729,2012-06-18,7.32,NA,3.985590073,NA
2730,2012-06-19,7.5,NA,3.985590073,NA
2731,2012-06-20,7.4,NA,4.122594732,NA
2732,2012-06-21,7.45,NA,4.122594732,NA
2733,2012-06-22,8.06,NA,4.047864918,NA
2736,2012-06-25,7.94,NA,3.798765539,NA
2737,2012-06-26,7.96,NA,3.798765539,NA
2738,2012-06-27,7.88,NA,3.798765539,NA
2739,2012-06-28,7.89,NA,3.798765539,NA
2740,2012-06-29,8.19,NA,3.798765539,NA
2743,2012-07-02,8.03,NA,3.962170515,NA
2744,2012-07-03,8.24,NA,3.962170515,NA
2745,2012-07-04,8.22,NA,3.962170515,NA
2746,2012-07-05,8.28,NA,3.962170515,NA
2747,2012-07-06,7.97,NA,3.962170515,NA
2750,2012-07-09,7.92,NA,3.962170515,NA
2751,2012-07-10,7.88,NA,3.962170515,NA
2752,2012-07-11,7.83,NA,3.962170515,NA
2753,2012-07-12,7.61,NA,3.962170515,NA
2754,2012-07-13,7.56,NA,3.962170515,NA
2757,2012-07-16,7.48,NA,3.962170515,NA
2758,2012-07-17,7.63,NA,3.702356055,NA
2759,2012-07-18,7.11,NA,3.702356055,NA
2760,2012-07-19,6.81,NA,3.475018402,NA
2761,2012-07-20,7.03,NA,3.442541595,NA
2764,2012-07-23,7.09,NA,3.442541595,NA
2765,2012-07-24,7.13,NA,3.410064787,NA
2766,2012-07-25,6.79,NA,3.37758798,NA
2767,2012-07-26,6.93,NA,3.37758798,NA
2768,2012-07-27,6.85,NA,3.37758798,NA
2771,2012-07-30,6.54,NA,3.150250327,NA
2772,2012-07-31,6.88,NA,3.150250327,NA
2773,2012-08-01,6.94,NA,3.167476043,NA
2774,2012-08-02,7.03,NA,3.167476043,NA
2775,2012-08-03,7.12,NA,3.167476043,NA
2778,2012-08-06,7.18,NA,3.167476043,NA
2779,2012-08-07,7.28,NA,3.167476043,NA
2780,2012-08-08,7.18,NA,3.167476043,NA
2781,2012-08-09,7.14,NA,3.167476043,NA
2782,2012-08-10,7.18,NA,3.102167259,NA
2785,2012-08-13,7.44,NA,3.102167259,NA
2786,2012-08-14,7.59,NA,3.102167259,NA
2787,2012-08-15,7.45,NA,3.102167259,NA
2788,2012-08-16,7.66,NA,3.102167259,NA
2789,2012-08-17,7.65,NA,3.102167259,NA
2792,2012-08-20,7.6,NA,3.102167259,NA
2793,2012-08-21,7.87,NA,3.102167259,NA
2794,2012-08-22,7.98,NA,3.102167259,NA
2795,2012-08-23,8.11,NA,3.102167259,NA
2796,2012-08-24,8.12,NA,3.102167259,NA
2799,2012-08-27,8.11,NA,3.102167259,NA
2800,2012-08-28,7.91,NA,3.102167259,NA
2801,2012-08-29,7.64,NA,3.102167259,NA
2802,2012-08-30,7.6,NA,3.069512866,NA
2803,2012-08-31,7.92,NA,3.069512866,NA
2806,2012-09-03,8.21,NA,3.032783046,NA
2807,2012-09-04,8.16,NA,3.032783046,NA
2808,2012-09-05,8.21,NA,3.020066974,NA
2809,2012-09-06,8.21,NA,2.988276796,NA
2810,2012-09-07,8.28,NA,3.020066974,NA
2813,2012-09-10,7.85,NA,3.000992867,NA
2814,2012-09-11,7.7,NA,2.829325902,NA
2815,2012-09-12,7.88,NA,2.606794651,NA
2816,2012-09-13,7.74,NA,2.543214294,NA
2817,2012-09-14,7.37,NA,2.288892865,NA
2820,2012-09-17,7.34,NA,2.16173215,NA
2821,2012-09-18,7.41,NA,2.098151793,NA
2822,2012-09-19,7.5,NA,1.843830363,NA
2823,2012-09-20,7.63,NA,1.875620542,NA
2824,2012-09-21,7.39,NA,2.034571435,NA
2827,2012-09-24,7.2,NA,2.110867864,NA
2828,2012-09-25,7.41,NA,2.352473222,NA
2829,2012-09-26,7.58,NA,2.352473222,NA
2830,2012-09-27,7.77,NA,2.384263401,NA
2831,2012-09-28,7.83,NA,2.416053579,NA
2834,2012-10-01,7.88,NA,2.369423057,NA
2835,2012-10-02,7.82,NA,2.432607672,NA
2836,2012-10-03,NA,NA,2.432607672,NA
2837,2012-10-04,7.58,NA,2.21146152,NA
2838,2012-10-05,7.74,NA,2.243053828,NA
2841,2012-10-08,7.88,NA,2.224098443,NA
2842,2012-10-09,7.83,NA,2.306238442,NA
2843,2012-10-10,7.72,NA,2.21146152,NA
2844,2012-10-11,7.76,NA,2.148276905,NA
2845,2012-10-12,7.77,NA,2.08509229,NA
2848,2012-10-15,7.65,NA,2.021907676,NA
2849,2012-10-16,7.95,NA,1.895538446,NA
2850,2012-10-17,8.24,NA,1.958723061,NA
2851,2012-10-18,8.04,NA,1.927130753,NA
2852,2012-10-19,7.92,NA,1.876583061,NA
2855,2012-10-22,7.88,NA,NA,NA
2856,2012-10-23,7.85,NA,1.642799986,NA
2857,2012-10-24,7.66,NA,1.579615371,NA
2858,2012-10-25,7.65,NA,1.705984601,NA
2859,2012-10-26,7.85,NA,1.655436909,NA
2862,2012-10-29,8.05,NA,1.655436909,NA
2863,2012-10-30,8.11,NA,1.800761524,NA
2864,2012-10-31,8.2,NA,1.939767676,NA
2865,2012-11-01,8.02,NA,1.915839269,NA
2866,2012-11-02,8.07,NA,1.832819567,NA
2869,2012-11-05,8.23,NA,1.915839269,NA
2870,2012-11-06,8.32,NA,1.896680876,NA
2871,2012-11-07,8.19,NA,1.832819567,NA
2872,2012-11-08,8.25,NA,1.820047305,NA
2873,2012-11-09,8.31,NA,1.724255342,NA
2876,2012-11-12,9.06,NA,1.864750221,NA
2877,2012-11-13,8.37,NA,1.960542185,NA
2878,2012-11-14,7.88,7.865773715,1.660394033,NA
2879,2012-11-15,7.11,NA,1.724255342,NA
2880,2012-11-16,6.86,NA,1.768958258,NA
2883,2012-11-19,6.69,NA,1.788116651,NA
2884,2012-11-20,6.73,NA,1.832819567,NA
2885,2012-11-21,6.73,NA,1.820047305,NA
2886,2012-11-22,6.75,NA,1.864750221,NA
2887,2012-11-23,6.99,NA,1.979700578,NA
2890,2012-11-26,6.79,NA,1.832819567,NA
2891,2012-11-27,6.83,NA,1.832819567,NA
2892,2012-11-28,6.82,NA,1.756185996,NA
2893,2012-11-29,6.58,NA,1.883908614,NA
2894,2012-11-30,6.2,NA,1.788116651,NA
2897,2012-12-03,5.99,NA,1.775257153,NA
2898,2012-12-04,5.71,NA,1.756236541,NA
2899,2012-12-05,6.16,NA,1.585051029,NA
2900,2012-12-06,6.37,NA,1.585051029,NA
2901,2012-12-07,6.76,NA,1.692834499,NA
2904,2012-12-10,7.07,NA,1.711855112,NA
2905,2012-12-11,6.82,NA,1.680154091,NA
2906,2012-12-12,6.76,NA,1.648453071,NA
2907,2012-12-13,6.65,NA,1.585051029,NA
2908,2012-12-14,6.57,NA,1.585051029,NA
2911,2012-12-17,6.51,NA,1.585051029,NA
2912,2012-12-18,6.69,NA,1.61675205,NA
2913,2012-12-19,7.02,NA,1.585051029,NA
2914,2012-12-20,7.13,NA,1.585051029,NA
2915,2012-12-21,7.01,NA,1.711855112,NA
2918,2012-12-24,NA,NA,NA,NA
2919,2012-12-25,NA,NA,NA,NA
2920,2012-12-26,NA,NA,NA,NA
2921,2012-12-27,6.9,NA,1.711855112,NA
2922,2012-12-28,6.53,NA,1.711855112,NA
2925,2012-12-31,NA,NA,1.711855112,NA
2926,2013-01-01,NA,NA,NA,NA
2927,2013-01-02,6.47,NA,NA,NA
2928,2013-01-03,6.18,NA,1.701640133,NA
2929,2013-01-04,6.18,NA,1.701640133,NA
2932,2013-01-07,6.46,NA,1.701640133,NA
2933,2013-01-08,6.27,NA,1.68273302,NA
2934,2013-01-09,6.05,NA,1.68273302,NA
2935,2013-01-10,5.89,NA,1.68273302,NA
2936,2013-01-11,5.73,NA,1.68273302,NA
2939,2013-01-14,5.7,NA,1.575592715,NA
2940,2013-01-15,5.88,NA,1.68273302,NA
2941,2013-01-16,5.46,NA,1.68273302,NA
2942,2013-01-17,5.4,NA,1.733151987,NA
2943,2013-01-18,4.94,NA,1.68273302,NA
2946,2013-01-21,4.8,NA,NA,NA
2947,2013-01-22,5.25,NA,1.575592715,NA
2948,2013-01-23,4.55,NA,1.556685603,NA
2949,2013-01-24,4.25,NA,1.651221166,NA
2950,2013-01-25,4.01,NA,1.638616424,NA
2953,2013-01-28,4.06,NA,NA,NA
2954,2013-01-29,3.88,NA,1.512569007,NA
2955,2013-01-30,3.7,NA,1.575592715,NA
2956,2013-01-31,3.37,NA,1.544080861,NA
2957,2013-02-01,4.16,NA,1.488288247,NA
2960,2013-02-04,4.49,NA,1.569924311,NA
2961,2013-02-05,4.35,NA,1.519686733,NA
2962,2013-02-06,4.06,NA,NA,NA
2963,2013-02-07,4.1,NA,1.519686733,NA
2964,2013-02-08,4.42,NA,1.519686733,NA
2967,2013-02-11,4.37,NA,1.519686733,NA
2968,2013-02-12,4.49,NA,1.444330366,NA
2969,2013-02-13,5.11,NA,1.507127339,NA
2970,2013-02-14,5.15,NA,1.255939449,NA
2971,2013-02-15,5.07,NA,0.941954587,NA
2974,2013-02-18,5.02,NA,0.9105561,NA
2975,2013-02-19,4.58,10.19533575,0.9105561,NA
2976,2013-02-20,4.86,NA,1.004751559,NA
2977,2013-02-21,5.2,NA,1.098947018,NA
2978,2013-02-22,5.07,NA,1.16174399,NA
2981,2013-02-25,4.45,NA,1.16174399,NA
2982,2013-02-26,4.2,NA,1.04870944,NA
2983,2013-02-27,4.36,NA,1.036150045,NA
2984,2013-02-28,4.79,NA,0.941954587,NA
2985,2013-03-01,4.57,NA,0.989802505,NA
2988,2013-03-04,4.53,NA,1.104747312,NA
2989,2013-03-05,4.12,NA,1.104747312,NA
2990,2013-03-06,4.17,NA,1.181377183,NA
2991,2013-03-07,4.22,NA,1.181377183,NA
2992,2013-03-08,4.18,NA,1.309093635,NA
2995,2013-03-11,3.88,NA,1.309093635,NA
2996,2013-03-12,3.65,NA,1.309093635,NA
2997,2013-03-13,3.46,NA,1.309093635,NA
2998,2013-03-14,3.65,NA,1.309093635,NA
2999,2013-03-15,3.71,NA,1.309093635,NA
3002,2013-03-18,3.49,NA,1.309093635,NA
3003,2013-03-19,3.44,NA,1.309093635,NA
3004,2013-03-20,3.9,NA,1.334636926,NA
3005,2013-03-21,4.4,NA,1.277164522,NA
3006,2013-03-22,4.1,NA,1.277164522,NA
3009,2013-03-25,4.43,NA,1.277164522,NA
3010,2013-03-26,4.56,NA,1.341022748,NA
3011,2013-03-27,4.89,NA,1.277164522,NA
3012,2013-03-28,4.82,NA,1.309093635,NA
3013,2013-03-29,NA,NA,NA,NA
3016,2013-04-01,NA,NA,NA,NA
3017,2013-04-02,4.87,NA,1.33341279,NA
3018,2013-04-03,4.85,NA,1.33341279,NA
3019,2013-04-04,4.95,NA,1.320403885,NA
3020,2013-04-05,5.11,NA,1.320403885,NA
3023,2013-04-08,5.13,NA,1.33341279,NA
3024,2013-04-09,4.73,NA,1.33341279,NA
