Date,USD,CNY,AUD,KRW,NZD,CAD,JPY,GBP
16/11/2012,1.2742,7.942,1.2311,1390.88,1.5683,1.275,103.58,0.8019
15/11/2012,1.2778,7.9644,1.2362,1390.64,1.5791,1.2791,103.75,0.8054
14/11/2012,1.2734,7.9288,1.2271,1383.24,1.5715,1.2782,102.18,0.8039
13/11/2012,1.2702,7.9089,1.2166,1383.92,1.5563,1.273,100.81,0.8002
12/11/2012,1.2707,7.9166,1.2183,1384.96,1.5539,1.2702,101.02,0.8001
09/11/2012,1.2708,7.9386,1.2237,1382.43,1.5612,1.2723,101.03,0.7996
08/11/2012,1.2745,7.9576,1.2245,1388.11,1.5633,1.2749,101.26,0.7974
07/11/2012,1.277,7.9729,1.2267,1387.46,1.5595,1.2725,102.15,0.7988
06/11/2012,1.2813,8.0022,1.228,1396.4,1.5492,1.271,102.94,0.8007
05/11/2012,1.2795,7.987,1.2345,1395.28,1.5503,1.2745,102.72,0.8006
02/11/2012,1.2836,8.0101,1.2411,1399.8,1.5542,1.2773,103.24,0.8006
01/11/2012,1.2942,8.0749,1.2443,1411.03,1.5647,1.2897,103.69,0.8023
31/10/2012,1.2958,8.0828,1.2482,1412.43,1.5754,1.2946,103.35,0.8033
30/10/2012,1.2956,8.0868,1.2499,1414.02,1.5783,1.2947,103.16,0.8063
29/10/2012,1.2902,8.0554,1.2486,1415.94,1.5748,1.2917,102.96,0.8043
26/10/2012,1.2939,8.0868,1.2468,1419.89,1.5708,1.2892,103.05,0.8028
25/10/2012,1.2933,8.0723,1.2495,1420.04,1.5803,1.2862,103.85,0.8023
24/10/2012,1.2971,8.1015,1.2524,1430.91,1.5809,1.2889,103.51,0.8089
23/10/2012,1.2985,8.1121,1.2649,1432.27,1.5989,1.2882,103.66,0.8138
22/10/2012,1.3059,8.1694,1.2648,1442.18,1.5963,1.295,104.38,0.8154
19/10/2012,1.3021,8.143,1.2598,1439.27,1.5958,1.2932,103.26,0.8132
18/10/2012,1.3065,8.1664,1.2604,1443.34,1.5959,1.2869,103.54,0.814
17/10/2012,1.3117,8.2044,1.2633,1448.73,1.5953,1.2824,103.53,0.8123
16/10/2012,1.3052,8.191,1.2698,1446.45,1.6024,1.2874,102.97,0.8103
15/10/2012,1.2948,8.1159,1.2622,1436.78,1.5809,1.2693,101.8,0.8054
12/10/2012,1.295,8.117,1.265,1438.32,1.5848,1.2691,101.58,0.8059
11/10/2012,1.2926,8.1149,1.2592,1438.44,1.581,1.2651,101.27,0.8056
10/10/2012,1.2874,8.082,1.2574,1432.8,1.5763,1.2636,100.63,0.8042
09/10/2012,1.2884,8.0972,1.2619,1431.03,1.5748,1.2596,100.8,0.8047
08/10/2012,1.2969,8.1516,1.272,1440.85,1.5821,1.2668,101.58,0.8092
05/10/2012,1.3033,8.1899,1.279,1446.43,1.5924,1.2752,102.51,0.8079
04/10/2012,1.3017,8.1818,1.2706,1447.46,1.5837,1.2757,102.15,0.8039
03/10/2012,1.2904,8.1108,1.2628,1436.37,1.5744,1.2743,101.27,0.8028
02/10/2012,1.2918,8.117,1.2582,1437.51,1.5609,1.2711,100.97,0.8005
01/10/2012,1.2888,8.0982,1.2432,1433.02,1.5567,1.2654,100.52,0.7987
28/9/2012,1.2858,8.0776,1.2383,1430.74,1.5482,1.2651,100.21,0.7953
27/9/2012,1.2913,8.1392,1.236,1441.35,1.5526,1.2661,100.2,0.7949
26/9/2012,1.2871,8.1094,1.2409,1439.8,1.561,1.2681,100.07,0.7961
25/9/2012,1.2898,8.1337,1.241,1442.02,1.5692,1.265,100.33,0.7967
24/9/2012,1.293,8.1564,1.2401,1448.25,1.5693,1.2651,100.63,0.7967
21/9/2012,1.2979,8.1809,1.241,1451.9,1.563,1.2668,101.39,0.7999
20/9/2012,1.2968,8.1732,1.242,1449.68,1.5637,1.2668,101.45,0.7995
19/9/2012,1.3047,8.2302,1.2444,1455.48,1.5779,1.2705,102.24,0.8041
18/9/2012,1.3046,8.2415,1.247,1458.6,1.5763,1.271,102.8,0.803
17/9/2012,1.3116,8.2847,1.2516,1463.63,1.5868,1.2785,103.21,0.8072
14/9/2012,1.3124,8.2884,1.2443,1465.71,1.5825,1.2751,102.9,0.8094
13/9/2012,1.2988,8.2181,1.2312,1464.88,1.5624,1.2574,100.64,0.8038
12/9/2012,1.2899,8.16,1.2319,1453.12,1.5708,1.2591,100.39,0.8006
11/9/2012,1.2854,8.1416,1.2318,1449.63,1.5707,1.2508,99.93,0.7996
10/9/2012,1.2757,8.0828,1.2342,1439.35,1.5759,1.2467,99.83,0.7978
07/9/2012,1.2815,8.1296,1.2332,1448.13,1.5767,1.2542,100.25,0.8003
06/9/2012,1.2628,8.011,1.228,1431.55,1.5753,1.2415,99.58,0.7927
05/9/2012,1.2599,8.0002,1.2355,1431.42,1.5849,1.2477,98.75,0.792
04/9/2012,1.2564,7.9744,1.228,1423.9,1.5809,1.2388,98.51,0.7916
03/9/2012,1.2593,7.9817,1.2284,1424.04,1.5782,1.2415,98.52,0.7925
31/8/2012,1.2575,7.985,1.2177,1425.33,1.5636,1.24,98.56,0.7928
30/8/2012,1.2504,7.9412,1.2153,1418.52,1.5638,1.2411,98.3,0.792
29/8/2012,1.2529,7.9582,1.21,1421.65,1.5629,1.2394,98.6,0.7912
28/8/2012,1.2564,7.98,1.2103,1425.45,1.561,1.2414,98.62,0.7942
27/8/2012,1.2499,7.9441,1.2053,1418.31,1.5449,1.2379,98.41,0.7912
24/8/2012,1.2511,7.9491,1.2022,1418.82,1.5413,1.2409,98.42,0.7912
23/8/2012,1.2562,7.98,1.2028,1421.14,1.5451,1.2484,98.58,0.792
22/8/2012,1.2526,7.9553,1.1919,1422.29,1.5362,1.2417,98.44,0.7886
21/8/2012,1.247,7.9252,1.1889,1409.73,1.5367,1.2332,98.88,0.7898
20/8/2012,1.2343,7.8517,1.1817,1401.38,1.5219,1.22,98.02,0.7854
17/8/2012,1.2333,7.8413,1.1832,1399.45,1.5264,1.2195,98.1,0.7856
16/8/2012,1.2354,7.8644,1.1749,1399.94,1.5213,1.2184,98,0.7854
15/8/2012,1.2288,7.8175,1.1699,1388.8,1.5225,1.2155,97.06,0.7834
14/8/2012,1.2321,7.8332,1.1742,1392.03,1.5275,1.2222,97.01,0.786
13/8/2012,1.2331,7.8448,1.1721,1391.95,1.5232,1.2239,96.56,0.7862
10/8/2012,1.2289,7.817,1.1614,1389.8,1.51,1.2177,96.18,0.7832
09/8/2012,1.2305,7.824,1.1627,1386.33,1.5138,1.2192,96.67,0.7866
08/8/2012,1.2364,7.8628,1.1688,1396.57,1.5135,1.2294,96.96,0.7895
07/8/2012,1.24,7.891,1.1743,1399.02,1.5173,1.2355,97.41,0.7932
06/8/2012,1.24,7.9015,1.1729,1398.29,1.5113,1.2402,97.02,0.7947
03/8/2012,1.2385,7.8925,1.1712,1405.19,1.5115,1.2397,97.17,0.7917
02/8/2012,1.218,7.7569,1.1635,1378.6,1.5027,1.2264,95.28,0.7851
01/8/2012,1.2224,7.7868,1.1683,1377.56,1.513,1.2289,95.88,0.7867
31/7/2012,1.2303,7.8245,1.1711,1390.35,1.5205,1.2341,96.1,0.7846
30/7/2012,1.226,7.8209,1.1669,1394.23,1.5151,1.2278,95.82,0.7802
27/7/2012,1.2317,7.861,1.1744,1402.03,1.5203,1.2355,96.66,0.7821
26/7/2012,1.2281,7.8394,1.1808,1407.5,1.5312,1.2398,96.06,0.7827
25/7/2012,1.2156,7.7613,1.1786,1395.84,1.5402,1.2343,95.01,0.7842
24/7/2012,1.2059,7.7024,1.1796,1385.66,1.5346,1.2326,94.3,0.7776
23/7/2012,1.2114,7.7393,1.1807,1393.53,1.5378,1.2341,94.97,0.7812
20/7/2012,1.2156,7.7462,1.1707,1387.99,1.5169,1.2308,95.42,0.778
19/7/2012,1.2279,7.8245,1.1777,1396.98,1.5264,1.2372,96.48,0.7808
18/7/2012,1.2283,7.823,1.1853,1402.72,1.534,1.2409,96.77,0.7841
17/7/2012,1.2293,7.8318,1.191,1407,1.5398,1.2436,97.2,0.7852
16/7/2012,1.2272,7.825,1.1971,1405.4,1.5378,1.2454,96.75,0.7846
13/7/2012,1.225,7.8142,1.1973,1405.64,1.5363,1.2416,96.99,0.7862
12/7/2012,1.2196,7.7747,1.2037,1407.8,1.5447,1.243,96.7,0.7908
11/7/2012,1.2237,7.7939,1.1932,1395.86,1.5333,1.2476,97.6,0.7893
10/7/2012,1.2249,7.7989,1.2022,1396.05,1.5431,1.2526,97.26,0.7893
09/7/2012,1.2318,7.847,1.2056,1407.3,1.5455,1.2554,98.02,0.7932
06/7/2012,1.2287,7.8194,1.203,1401.09,1.539,1.2518,97.88,0.7929
05/7/2012,1.2392,7.8747,1.2038,1404.03,1.5413,1.2566,98.98,0.7979
04/7/2012,1.2522,7.9496,1.2183,1424.28,1.5563,1.2685,99.98,0.8028
03/7/2012,1.2605,8.0066,1.2257,1428,1.5679,1.2758,100.58,0.8034
02/7/2012,1.2585,7.9882,1.2273,1438.6,1.5645,1.2787,99.98,0.8017
29/6/2012,1.2658,8.0416,1.2355,1443.92,1.5793,1.2868,101.02,0.8062
28/6/2012,1.2438,7.9062,1.2383,1439.48,1.5784,1.2853,98.81,0.8017
27/6/2012,1.2469,7.9261,1.2366,1440.4,1.5739,1.2778,99.4,0.8008
26/6/2012,1.2489,7.9469,1.2411,1446.34,1.5794,1.2791,99.26,0.7987
25/6/2012,1.2503,7.9558,1.249,1452.16,1.5876,1.2861,99.61,0.8029
22/6/2012,1.2568,7.9988,1.2486,1455.8,1.5892,1.2879,101.07,0.8065
21/6/2012,1.2541,7.9816,1.2491,1446.92,1.5918,1.2906,100.69,0.8043
20/6/2012,1.2704,8.0785,1.246,1463.53,1.5945,1.2935,101,0.8081
19/6/2012,1.2687,8.0609,1.2444,1462.38,1.5889,1.2911,100.12,0.8065
18/6/2012,1.2575,7.9956,1.2421,1455.27,1.5868,1.287,99.51,0.8025
15/6/2012,1.2636,8.0427,1.2541,1471.16,1.6015,1.2907,99.47,0.8048
14/6/2012,1.263,8.0468,1.2601,1470.07,1.6141,1.292,100.25,0.8119
13/6/2012,1.2555,7.9988,1.2638,1464.42,1.6207,1.2931,99.7,0.8095
12/6/2012,1.2512,7.9692,1.2553,1461.98,1.6078,1.2835,99.52,0.8031
11/6/2012,1.2475,7.9433,1.2638,1460.47,1.6198,1.287,99.04,0.8057
08/6/2012,1.2516,7.9724,1.2615,1468.87,1.6241,1.2845,99.46,0.8089
07/6/2012,1.256,7.9912,1.269,1462.07,1.6359,1.2913,100,0.8088
06/6/2012,1.2571,7.9998,1.2665,1475.84,1.6308,1.292,99.56,0.8114
05/6/2012,1.2453,7.9288,1.2778,1466.75,1.6447,1.2918,98.06,0.8095
04/6/2012,1.2495,7.9518,1.2841,1473.15,1.6489,1.2989,97.91,0.8124
01/6/2012,1.2432,7.9179,1.2814,1469.46,1.6447,1.2932,97,0.8093
31/5/2012,1.2356,7.8693,1.27,1457.97,1.6407,1.2766,96.84,0.8022
30/5/2012,1.237,7.8628,1.2734,1459.93,1.6413,1.2736,97.81,0.7987
29/5/2012,1.2496,7.9335,1.2691,1469.2,1.6385,1.2775,99.35,0.7989
28/5/2012,1.254,7.9565,1.2724,1475.11,1.6446,1.2838,99.67,0.7996
25/5/2012,1.2515,7.9394,1.2824,1483.03,1.66,1.2876,99.72,0.7987
24/5/2012,1.2535,7.9532,1.2827,1475.14,1.6597,1.2864,99.73,0.7997
23/5/2012,1.2584,7.9704,1.2895,1485.56,1.6726,1.2891,99.98,0.8018
22/5/2012,1.2682,8.0147,1.2936,1478.44,1.6816,1.2946,101.43,0.8044
21/5/2012,1.2812,8.1062,1.2927,1494.88,1.6752,1.3033,101.6,0.8096
18/5/2012,1.2782,8.0884,1.2976,1493.24,1.6884,1.3057,100.97,0.8078
17/5/2012,1.2693,8.0277,1.2828,1479.49,1.6592,1.2937,100.64,0.8037
16/5/2012,1.2715,8.0364,1.2822,1482.11,1.6629,1.2871,102.08,0.7987
15/5/2012,1.273,8.0429,1.2811,1471.19,1.6543,1.281,102.06,0.7958
14/5/2012,1.2825,8.1064,1.2872,1479.36,1.6478,1.2863,102.4,0.7967
11/5/2012,1.2915,8.149,1.2887,1483.8,1.6493,1.2955,103.23,0.8039
10/5/2012,1.2935,8.1669,1.286,1477.95,1.65,1.2968,103.31,0.8014
09/5/2012,1.2932,8.1596,1.2859,1479.68,1.6498,1.2956,102.97,0.8016
08/5/2012,1.3002,8.1999,1.2848,1478.95,1.6493,1.2989,103.88,0.8048
07/5/2012,1.3052,8.233,1.2797,1485.43,1.6395,1.296,104.29,0.806
04/5/2012,1.3082,8.2489,1.2857,1485.13,1.6434,1.3027,104.45,0.8101
03/5/2012,1.315,8.2901,1.2809,1486.69,1.6433,1.2999,105.44,0.8127
02/5/2012,1.3155,8.295,1.2724,1485.65,1.6223,1.2974,105.38,0.8118
01/5/2012,1.3236,8.3511,1.2801,1492.27,1.6233,1.3043,105.98,0.816
30/4/2012,1.324,8.3536,1.2695,1495.52,1.6177,1.3064,105.62,0.8156
27/4/2012,1.3252,8.3611,1.2652,1498.36,1.6114,1.2989,106.36,0.8145
26/4/2012,1.3208,8.3282,1.2722,1495.81,1.6213,1.3014,107,0.8165
25/4/2012,1.3222,8.3351,1.2742,1504.33,1.615,1.2997,107.4,0.8177
24/4/2012,1.3194,8.3211,1.2787,1502.88,1.6206,1.3021,107.33,0.8174
23/4/2012,1.3154,8.2957,1.2746,1501.07,1.6179,1.3029,106.75,0.8155
20/4/2012,1.3221,8.3403,1.273,1505.41,1.6139,1.3107,107.76,0.8195
19/4/2012,1.3134,8.2812,1.2703,1498.08,1.6126,1.3071,107.22,0.818
18/4/2012,1.312,8.2695,1.2664,1496.14,1.608,1.3006,106.63,0.8189
17/4/2012,1.3123,8.272,1.2631,1488.54,1.5975,1.2999,106.11,0.8241
16/4/2012,1.3138,8.2964,1.268,1491.82,1.5998,1.3134,105.62,0.8262
13/4/2012,1.3075,8.2405,1.2603,1482.05,1.5883,1.3064,105.81,0.825
12/4/2012,1.3185,8.3156,1.2627,1496.04,1.5905,1.3109,106.61,0.8261
11/4/2012,1.3109,8.2692,1.2716,1498.75,1.601,1.3159,106.02,0.8239
10/4/2012,1.308,8.254,1.2756,1490.47,1.604,1.3131,105.52,0.8245
09/4/2012,1.31,8.266,1.2708,1489.92,1.5926,1.3068,106.82,0.8243
06/4/2012,1.3094,8.256,1.2702,1481.91,1.5967,1.3054,106.77,0.8248
05/4/2012,1.3063,8.2464,1.2674,1475.77,1.6012,1.298,107.51,0.8254
04/4/2012,1.3141,8.2743,1.2795,1485.69,1.6122,1.3088,108.31,0.8269
03/4/2012,1.3233,8.3329,1.2807,1488.4,1.615,1.3116,109.56,0.8315
02/4/2012,1.3321,8.3888,1.279,1498.43,1.6169,1.319,109.35,0.831
30/3/2012,1.3343,8.4028,1.2883,1509.63,1.6293,1.3322,110.46,0.8326
29/3/2012,1.3301,8.3858,1.28,1514.16,1.6265,1.3251,109.62,0.8335
28/3/2012,1.3314,8.3937,1.2807,1512.87,1.6264,1.329,110.31,0.8381
27/3/2012,1.3317,8.3991,1.2725,1513.24,1.6221,1.3251,110.77,0.8347
26/3/2012,1.3357,8.4336,1.2672,1513.15,1.6222,1.3233,110.63,0.8364
23/3/2012,1.3271,8.3659,1.267,1506.26,1.6211,1.3251,109.27,0.836
22/3/2012,1.3196,8.3124,1.2702,1494.97,1.6286,1.3181,108.92,0.8342
21/3/2012,1.3211,8.3547,1.2633,1493.18,1.6196,1.3108,110.15,0.8325
20/3/2012,1.3224,8.3607,1.2618,1490.6,1.6183,1.3116,110.69,0.8336
19/3/2012,1.324,8.3686,1.2474,1481.82,1.6017,1.3065,110.36,0.8329
16/3/2012,1.3173,8.328,1.2433,1482.88,1.5974,1.306,109.9,0.8314
15/3/2012,1.3082,8.2784,1.2417,1470.16,1.5965,1.2976,109.26,0.8325
14/3/2012,1.3027,8.2479,1.2459,1475.11,1.609,1.2931,108.98,0.8309
13/3/2012,1.3082,8.2758,1.2399,1468.47,1.5888,1.2925,108.43,0.8327
12/3/2012,1.3153,8.3178,1.2509,1477.19,1.6066,1.3055,108.25,0.841
09/3/2012,1.3113,8.2777,1.2402,1463.97,1.595,1.2991,108.1,0.8365
08/3/2012,1.327,8.3837,1.2462,1479.65,1.6094,1.3149,108.27,0.8385
07/3/2012,1.3149,8.2979,1.2426,1476.46,1.6109,1.312,106.71,0.8352
06/3/2012,1.3114,8.2702,1.2428,1473.68,1.6137,1.3126,106.01,0.8342
05/3/2012,1.3218,8.3323,1.2384,1477.5,1.6082,1.3139,107.63,0.8332
02/3/2012,1.3201,8.3121,1.2301,1471.58,1.5909,1.3055,107.96,0.8337
01/3/2012,1.3311,8.3873,1.2323,1483.6,1.5868,1.3121,107.91,0.8344
29/2/2012,1.3324,8.3861,1.2413,1490.8,1.5977,1.3186,108.23,0.837
28/2/2012,1.3469,8.4815,1.2494,1515.28,1.6071,1.34,108.32,0.8469
27/2/2012,1.3399,8.443,1.2456,1508.26,1.5946,1.3386,107.92,0.8468
24/2/2012,1.3454,8.4734,1.2587,1512.34,1.6095,1.3445,108.94,0.8468
23/2/2012,1.3367,8.4217,1.2481,1507.22,1.5982,1.3337,106.86,0.8495
22/2/2012,1.3243,8.3384,1.2446,1494.19,1.5956,1.3245,106.3,0.8453
21/2/2012,1.3239,8.3346,1.2406,1489.34,1.5856,1.3195,105.57,0.8387
20/2/2012,1.3239,8.3436,1.2311,1484.85,1.5771,1.3152,105.43,0.8353
17/2/2012,1.3151,8.2838,1.2272,1481.24,1.5771,1.3095,104.58,0.8304
16/2/2012,1.3139,8.2769,1.221,1478.94,1.5762,1.3092,103.62,0.8316
15/2/2012,1.307,8.2313,1.2212,1469.47,1.5657,1.3057,102.37,0.8325
14/2/2012,1.3118,8.2631,1.2279,1476.71,1.5753,1.3106,102.99,0.8365
13/2/2012,1.3193,8.3073,1.2282,1477.11,1.5806,1.3186,102.33,0.8367
10/2/2012,1.3173,8.3021,1.2353,1480.11,1.5933,1.32,102.28,0.8369
09/2/2012,1.3281,8.3631,1.2313,1485.44,1.5933,1.3222,103.21,0.8398
08/2/2012,1.3257,8.3424,1.2284,1480.12,1.5878,1.3205,102.15,0.8382
07/2/2012,1.3264,8.3612,1.2274,1481.37,1.5873,1.3192,101.85,0.834
06/2/2012,1.3131,8.2845,1.2235,1470,1.5737,1.3071,100.55,0.8297
03/2/2012,1.3143,8.283,1.2196,1466.65,1.5714,1.3056,100.61,0.8311
02/2/2012,1.3145,8.2836,1.2266,1466.85,1.5773,1.3135,100.15,0.8316
01/2/2012,1.3158,8.2975,1.2291,1477.99,1.5796,1.3143,100.26,0.8311
31/1/2012,1.3078,8.2477,1.2314,1471.53,1.5847,1.3116,99.67,0.8299
30/1/2012,1.3125,8.3151,1.2388,1481.19,1.6004,1.3152,100.15,0.8357
27/1/2012,1.3224,8.376,1.2398,1481.31,1.6013,1.3237,101.4,0.8406
26/1/2012,1.3097,8.2962,1.2331,1469.82,1.5982,1.3117,101.41,0.8351
25/1/2012,1.3109,8.3007,1.2367,1476.57,1.6024,1.3158,101.89,0.8367
24/1/2012,1.3021,8.2456,1.2422,1470.02,1.6059,1.3151,101.2,0.834
23/1/2012,1.3028,8.2513,1.2366,1468.56,1.6083,1.3128,100.29,0.8367
20/1/2012,1.2937,8.1898,1.2334,1465.2,1.604,1.3089,99.51,0.8304
19/1/2012,1.2964,8.1864,1.2435,1469,1.6128,1.3108,99.98,0.837
18/1/2012,1.2854,8.1146,1.2323,1463.37,1.5897,1.3,98.7,0.8329
17/1/2012,1.2737,8.0423,1.2268,1455.63,1.5898,1.293,97.84,0.8308
16/1/2012,1.2661,7.9976,1.2285,1458.35,1.5957,1.2888,97.25,0.8263
13/1/2012,1.2677,7.9922,1.2305,1457.84,1.5977,1.2956,97.55,0.8268
12/1/2012,1.2825,8.1025,1.2401,1476.73,1.6125,1.3057,98.42,0.8358
11/1/2012,1.2703,8.0231,1.2322,1471.94,1.5916,1.2943,97.67,0.8288
10/1/2012,1.2772,8.065,1.2382,1473.43,1.6065,1.2982,98.15,0.825
09/1/2012,1.2765,8.0589,1.2463,1476.74,1.62,1.3061,98.06,0.8257
06/1/2012,1.272,8.0248,1.2433,1475.52,1.6277,1.3075,97.9,0.8242
05/1/2012,1.278,8.0537,1.2464,1476.91,1.6368,1.3029,98.68,0.8251
04/1/2012,1.294,8.1452,1.2482,1484.79,1.6428,1.3094,99.25,0.8286
03/1/2012,1.305,8.2124,1.2575,1493.6,1.6501,1.3188,100.05,0.8339
02/1/2012,1.2928,8.1369,1.2637,1492.73,1.661,1.3177,99.39,0.8336
30/12/2011,1.2945,8.1449,1.2648,1499.21,1.6614,1.3188,99.56,0.8329
29/12/2011,1.2961,8.1884,1.2777,1498.71,1.6801,1.323,100.58,0.8407
28/12/2011,1.2935,8.177,1.282,1496.7,1.6818,1.3252,100.78,0.8369
27/12/2011,1.3068,8.2603,1.2866,1510.2,1.6913,1.3309,101.76,0.8339
26/12/2011,1.3058,8.2493,1.2836,1507.2,1.6852,1.3319,101.78,0.8353
23/12/2011,1.304,8.2646,1.2845,1498.64,1.6844,1.3297,101.8,0.8363
22/12/2011,1.3048,8.272,1.2879,1505.85,1.6883,1.3316,101.98,0.8323
21/12/2011,1.3044,8.2668,1.292,1500.87,1.6938,1.338,101.86,0.8321
20/12/2011,1.3077,8.3004,1.2971,1513.36,1.6983,1.3468,101.84,0.8348
19/12/2011,1.2994,8.2338,1.3135,1527.21,1.7175,1.3482,101.4,0.8384
16/12/2011,1.3033,8.2745,1.3074,1510.1,1.7138,1.3525,101.38,0.8396
15/12/2011,1.3015,8.2932,1.3123,1504.95,1.7282,1.3463,101.37,0.839
14/12/2011,1.298,8.2664,1.3095,1502.51,1.7271,1.349,101.27,0.8393
13/12/2011,1.3033,8.2965,1.301,1508.15,1.7199,1.3471,101.64,0.8418
12/12/2011,1.3184,8.3881,1.3087,1515.56,1.7285,1.3523,102.73,0.8461
09/12/2011,1.3372,8.512,1.3083,1533.58,1.7222,1.3623,103.66,0.8542
08/12/2011,1.3345,8.4879,1.3117,1512.38,1.7268,1.363,103.67,0.8534
07/12/2011,1.3412,8.5331,1.303,1513.76,1.7169,1.3534,104.15,0.8534
06/12/2011,1.3401,8.5284,1.3079,1512.19,1.7159,1.3535,104.16,0.859
05/12/2011,1.3401,8.5263,1.3048,1506.83,1.7168,1.3634,104.21,0.8561
02/12/2011,1.3402,8.5231,1.312,1511.75,1.7211,1.3658,104.56,0.8588
01/12/2011,1.3463,8.5673,1.3153,1516.22,1.7287,1.3652,104.6,0.8579
30/11/2011,1.3441,8.5714,1.3078,1532.11,1.7192,1.3693,104.21,0.8563
29/11/2011,1.3329,8.4966,1.3291,1518.27,1.7448,1.3734,103.78,0.8537
28/11/2011,1.3308,8.497,1.3451,1533.98,1.7628,1.3775,103.82,0.8588
25/11/2011,1.3233,8.4436,1.3637,1537.79,1.7894,1.3876,102.83,0.857
24/11/2011,1.3348,8.4907,1.3718,1541.78,1.799,1.3967,102.9,0.8613
23/11/2011,1.3333,8.4785,1.3765,1546.58,1.8018,1.3969,103.16,0.8594
22/11/2011,1.3513,8.5943,1.3737,1545.3,1.807,1.4025,104,0.8638
21/11/2011,1.3494,8.5851,1.3703,1542.82,1.8062,1.4016,103.84,0.8627
18/11/2011,1.3509,8.5889,1.3494,1538.34,1.7858,1.3877,103.95,0.8552
17/11/2011,1.3459,8.5459,1.3463,1524.88,1.7735,1.384,103.56,0.854
16/11/2011,1.3462,8.5384,1.3348,1528.36,1.7581,1.3774,103.71,0.8554
15/11/2011,1.3531,8.5886,1.3289,1527.2,1.753,1.381,104.24,0.8555
14/11/2011,1.3623,8.6587,1.3356,1534.81,1.7465,1.3846,105.06,0.8569
11/11/2011,1.375,8.7203,1.3372,1548.91,1.7487,1.393,106.04,0.8554
10/11/2011,1.3601,8.6342,1.3397,1540.11,1.7499,1.3832,105.62,0.8538
09/11/2011,1.3546,8.5896,1.334,1515.82,1.7298,1.3859,105.43,0.851
08/11/2011,1.3837,8.7806,1.3315,1541.4,1.7304,1.396,107.52,0.8597
07/11/2011,1.3775,8.7407,1.3274,1535.59,1.7283,1.3953,107.48,0.8577
04/11/2011,1.3794,8.7454,1.3293,1531.96,1.735,1.4066,107.86,0.86
03/11/2011,1.3813,8.7737,1.3269,1557.39,1.7367,1.3908,107.85,0.8612
02/11/2011,1.3746,8.7356,1.3291,1541.13,1.7344,1.3936,107.28,0.8619
01/11/2011,1.3694,8.7014,1.3254,1536.54,1.7199,1.3965,107.26,0.8586
31/10/2011,1.3856,8.8057,1.3135,1540.69,1.7149,1.3838,108.26,0.8612
28/10/2011,1.4146,8.9926,1.3217,1559.6,1.7225,1.4024,107.26,0.877
27/10/2011,1.419,9.0196,1.3225,1568.18,1.7221,1.4059,107.77,0.8809
26/10/2011,1.39,8.8319,1.3365,1574.98,1.7336,1.3952,105.96,0.8704
25/10/2011,1.3904,8.8417,1.3332,1572.06,1.7437,1.4132,105.76,0.869
24/10/2011,1.3925,8.8762,1.3295,1576.38,1.7231,1.3976,105.98,0.8706
21/10/2011,1.3894,8.8676,1.3389,1593.92,1.7295,1.3982,105.92,0.8708
20/10/2011,1.3775,8.7919,1.3457,1579.99,1.7344,1.3999,105.89,0.8723
19/10/2011,1.3754,8.7702,1.3443,1558.9,1.7342,1.4021,105.64,0.8721
18/10/2011,1.3737,8.7641,1.3386,1578.95,1.725,1.3944,105.54,0.8745
17/10/2011,1.374,8.7516,1.3527,1577.35,1.7338,1.4054,105.56,0.8728
14/10/2011,1.3875,8.8495,1.3416,1603.95,1.721,1.4018,107.16,0.8774
13/10/2011,1.3774,8.7903,1.3516,1594.68,1.7323,1.4059,105.87,0.874
12/10/2011,1.3786,8.7651,1.3574,1605.38,1.7313,1.4025,106.51,0.8754
11/10/2011,1.3643,8.6967,1.3704,1597.6,1.7476,1.4033,104.61,0.8751
10/10/2011,1.3642,8.6584,1.3629,1592.52,1.7386,1.4006,104.57,0.8707
07/10/2011,1.3375,8.5259,1.3687,1565.54,1.7374,1.3897,102.64,0.8592
06/10/2011,1.3431,8.5644,1.3786,1589.14,1.7401,1.3938,103,0.87
05/10/2011,1.3346,8.5074,1.3814,1583.5,1.7366,1.3893,102.48,0.8626
04/10/2011,1.3338,8.5106,1.3928,1599.98,1.7525,1.4039,102.49,0.8613
03/10/2011,1.3169,8.3939,1.3828,1553.82,1.7499,1.3884,100.83,0.8537
30/9/2011,1.3384,8.5363,1.3849,1580.52,1.7579,1.4039,103.12,0.8587
29/9/2011,1.3591,8.694,1.3894,1595.16,1.7617,1.4076,104.43,0.8696
28/9/2011,1.3541,8.6523,1.3849,1589.43,1.7433,1.3985,103.68,0.8692
27/9/2011,1.3591,8.6923,1.372,1588.73,1.7209,1.3859,104.4,0.8693
26/9/2011,1.3538,8.6577,1.3743,1598.25,1.7313,1.3872,103.36,0.8694
23/9/2011,1.3496,8.6199,1.3791,1572.15,1.7374,1.3873,103.29,0.8734
22/9/2011,1.346,8.5981,1.3831,1587.88,1.7255,1.384,102.63,0.8775
21/9/2011,1.3564,8.6617,1.3504,1560.01,1.691,1.3666,103.68,0.8754
20/9/2011,1.3704,8.7495,1.3344,1567.97,1.6638,1.3595,104.72,0.8703
19/9/2011,1.3683,8.7385,1.339,1559.11,1.6585,1.3543,104.71,0.8714
16/9/2011,1.3797,8.8052,1.3306,1534.78,1.6635,1.3485,105.94,0.8736
15/9/2011,1.3876,8.8704,1.3432,1545.86,1.6838,1.3646,106.48,0.8782
14/9/2011,1.3745,8.7838,1.3386,1520.98,1.677,1.3608,105.39,0.8718
