"Date","EU ETS","NZ ETS","CA CaT","HB ETS"
2014-05-02,0.0215062052209636,-0.00190733548860644,0.00221209076165918,0.00263149332592749
2014-05-09,0.0134488098126131,0.0194811357719213,0.00221209076165918,-0.0213773242920621
2014-05-16,-0.089791086910127,0.226353826891857,0.00221209076165918,0.00958083445421498
2014-05-23,0.0646689927927893,0.120627987742141,0.00221209076165918,-0.00230145787937808
2014-05-30,-0.00392157365318169,0.127833371466385,0.00221209076165918,0.000206874303025018
2014-06-06,0.0683377781127215,-0.00452103615231358,0.00221209076165918,-0.000734114987392509
2014-06-13,0.0360399364831969,-0.0457460216109373,0.00221209076165918,-0.00979197355780537
2014-06-20,0,-0.112477983466624,0.00221209076165918,-0.020299077639484
2014-06-27,0.0227481375259364,0,0.00221209076165918,-0.0132129081637676
2014-07-04,-0.0262942405326871,0.0125809692169071,0.00221209076165918,0.00814391058691111
2014-07-11,0.0158593632401074,-0.0119761908814713,0.00221209076165918,0.0377370232902776
2014-07-18,0.0444517625708341,-0.0493927554150536,0.00221209076165918,0.0113234018131352
2014-07-25,0.0247741819855796,0.0125787820344222,0.00221209076165918,-0.0483460149238313
2014-08-01,0.0209854351638872,-0.0265389926443308,0.00221209076165918,0.0460512165204598
2014-08-08,-0.0541559721023732,0,0.00221209076165918,-0.0167488001159419
2014-08-15,0.0700041643423968,-0.0256424305406677,0.00221209076165918,-0.00953146403285254
2014-08-22,-0.00314960890289617,-0.0130720815295834,0.00221209076165918,-0.0230923306909971
2014-08-29,0.00628932890756384,0.111917915896055,0.00221209076165918,0.0584303645626549
2014-09-05,-0.0253981906056104,0.0226136983065263,0.00221209076165918,0.0457493853311264
2014-09-12,-0.0310228960119938,0.0339015516998924,0.00221209076165918,0.00966952281603506
2014-09-19,-0.00332226219197795,-0.0111733004876793,0.00221209076165918,0.012851080093883
2014-09-26,-0.0167789171291093,-0.00676440030700665,0.00221209076165918,0.00244351946871557
2014-10-03,-0.0467617659080395,-0.0351980239109091,0.00221209076165918,0.0178538318783625
2014-10-10,0.0652031938107622,0.0114286957226539,0.00221209076165918,0.0503737431014926
2014-10-17,0.0164748372035051,-0.0114286957226539,0.00221209076165918,-0.0104118561010738
2014-10-24,0.0416060008324637,0.0159638508482973,0.00221209076165918,-0.0219780796470774
2014-10-31,-0.00786786120061356,-0.0159638508482973,0.00221209076165918,0.00491792962316917
2014-11-07,0.0612749075005516,0.0112406691584912,0.00221209076165918,0.00964601590456393
2014-11-14,-0.0179914897930415,0,0.00221209076165918,-0.0246362340481092
2014-11-21,0.0544652629106863,-0.00692044278101811,0.00221209076165918,-0.00785011760316223
2014-11-28,0.00713778904829221,0.0183491385006409,0.00221209076165918,0.00401595610132488
2014-12-05,-0.0540672212702757,0.120408074713676,0.00221209076165918,0.0141141225310975
2014-12-12,0,0.087011376882675,0.00221209076165918,0.003892390768651
2014-12-19,0.0569081322718796,0.0273989742517091,0.00221209076165918,-0.00917675344623925
2014-12-26,0.0265935895734477,0.0354019271305475,0.00221209076165918,-0.00238096413480626
2015-01-02,-0.0322835053511263,0.107098135532629,0.00221209076165918,-0.00105746069778445
2015-01-09,-0.0437387500629083,-0.0048047222369616,0.00221209076165918,0.0659015095693307
2015-01-16,0.0607122834426141,-0.00823049914063723,0.0240148528948159,-0.00583721435713813
2015-01-23,-0.0473886222441435,-0.00829880281888551,0.0308457304647876,0.00251898524669669
2015-01-30,0.0403512955235674,-0.00836824967477745,-0.0024019320981834,0.012396567574259
2015-02-06,-0.0185322481289276,0.00933499873850496,-0.0155424816599816,0.0102512749642152
2015-02-13,0.0933461857196647,-0.00332778997025862,-0.00616850739874764,0.001215114087743
2015-02-20,-0.0428445715346784,-0.00501254176608024,0.000439348014624752,-0.11825052923645
2015-02-27,-0.0319693660560587,-0.0117945764426237,0.000694173878215132,0
2015-03-06,-0.0388817875442076,0.0833724943760328,0.0333499004144042,0.188802975029948
2015-03-13,-0.0481295894454223,0.055791359567595,0.0328113423142748,0.0672137753921358
2015-03-20,0.0770751703305002,0.0153849188549273,-0.0298983276255456,-0.022291507012663
2015-03-27,-0.031886759475894,0.00760459950263881,-0.00854374909504019,-0.104807493463756
2015-04-03,0.0516614151353116,0.0351183921244704,-0.000240184426144374,0.0713128956095996
2015-04-10,-0.0240634399316351,-0.0226424765473179,0.0275577652143855,0.0394408649708136
2015-04-17,-0.0231894449189105,-0.038915416266897,-0.0142344573654007,-0.0445769478852742
2015-04-24,0.0652713903532238,-0.024097551590067,-0.00775649036505666,-0.0034406228822319
2015-05-01,0.014996872751516,-0.0720993759327466,-0.0289353897139604,0.00477359729655258
2015-05-08,0.0200944470597544,-0.0199673855731535,-0.00184386573099893,0.0681623463839713
2015-05-15,0.00529101763441542,-0.0341913646777616,-0.0195323266623375,-0.121277568453527
2015-05-22,-0.0403823374456858,-0.110203140181988,0.0309201469523646,0.0780427691013161
2015-05-29,0.00411241155309261,0.0192313618888491,0.00492146327744569,-0.0481603675333779
2015-06-05,0.0135871655463085,-0.0337372173172064,-0.00885224726879441,0.0263984277218237
2015-06-12,0.0240011520995429,0.215708572773485,-0.0116662422807554,-0.0150696454736265
2015-06-19,-0.0240011520995429,0.00743497842189722,-0.00585352539618222,-0.00412099289850043
2015-06-26,0.0147356986537526,-0.00743497842189722,0.0174854788410008,-0.00841903525351073
2015-07-03,-0.0120402792320804,-0.00492988721824128,0.00728191288055813,-0.0541238789404939
2015-07-10,0.0199873409246125,0.0258635104742215,-0.00553289053760286,0.076870440912516
2015-07-17,0.0157071292053579,-0.00711746775044153,0.0264505024742947,0.0900610548476586
2015-07-24,0.0357180826020791,-0.0143887374144538,-0.0149099088428764,-0.0780946305859225
2015-07-31,-0.0138803490324055,-0.00727275930984472,0.000332524876188955,-0.0389262035412719
2015-08-07,-0.0140757282341846,-0.0140942659230516,0.00357793829632103,-0.00435340533052542
2015-08-14,0.0696799206379901,-0.00432589007974826,-0.0112060287175169,-0.0084968601465174
2015-08-21,-0.0157483569681394,-0.00289435786891001,-0.0234182232364328,0.0149152027980859
2015-08-28,-0.0135220253319739,-0.0219789068940728,0.0176513292280749,-0.0486403164132463
2015-09-04,0,-0.0333264181848976,-0.000185857262226641,-0.00604207929153144
2015-09-11,0.0171783365350846,-0.00738010749832685,-0.0140252354392838,-0.0181477617435781
2015-09-18,-0.0147061473896954,-0.00743497842679974,-0.00843071648504301,-0.0196925511094317
2015-09-25,-0.0149256502166759,-0.0195936939539287,0.0220849133177783,0.00835258033561304
2015-10-02,0.016159456665604,0.0774566334740587,0.00179078643914465,0.07346414541554
2015-10-09,0.025564386705796,0.00738010718569115,-0.00817652982567685,-0.111650136504547
2015-10-16,0.00718565966087459,0.0145987994462833,0.00225884771089557,0.00648655305597945
2015-10-23,0.02591428876547,0.0215062053767894,0.0304741643389703,-0.000860692987035838
