"","Date","EUR_EUR","CAL_EUR","NZ_EUR","Hubei_EUR"
"4169",2016-05-28,NA,NA,NA,NA
"4170",2016-05-29,NA,NA,NA,NA
"4171",2016-05-30,6.1,NA,9.142212361,2.084632822
"4172",2016-05-31,6.09,NA,9.112139294,2.054318891
"4173",2016-06-01,5.95,NA,9.740581044,2.097801835
"4174",2016-06-02,6.01,NA,9.865861829,2.095900722
"4175",2016-06-03,5.93,NA,10.1477436,2.138690627
"4176",2016-06-04,NA,NA,NA,NA
"4177",2016-06-05,NA,NA,NA,NA
"4178",2016-06-06,6.2,NA,NA,2.218063355
"4179",2016-06-07,6.11,NA,10.52358595,2.112250814
"4180",2016-06-08,6.1,NA,10.39830517,2.264754461
"4181",2016-06-09,6.1,NA,10.39830517,NA
"4182",2016-06-10,5.94,NA,10.47347364,NA
"4183",2016-06-11,NA,NA,NA,NA
"4184",2016-06-12,NA,NA,NA,NA
"4185",2016-06-13,5.86,NA,10.64886674,2.137812516
"4186",2016-06-14,5.86,NA,10.74282733,2.119837687
"4187",2016-06-15,5.9,NA,10.77414752,2.234963215
"4188",2016-06-16,5.7,NA,10.83678791,2.170158382
"4189",2016-06-17,5.65,NA,11.02470909,2.163039148
"4190",2016-06-18,NA,NA,NA,NA
"4191",2016-06-19,NA,NA,NA,NA
"4192",2016-06-20,5.85,NA,11.33791105,2.212983769
"4193",2016-06-21,5.56,NA,11.33791105,2.234169975
"4194",2016-06-22,5.66,NA,11.24395047,2.229155918
"4195",2016-06-23,5.64,NA,11.27527066,2.234584484
"4196",2016-06-24,4.96,NA,11.33791105,2.187211919
"4197",2016-06-25,NA,NA,NA,NA
"4198",2016-06-26,NA,NA,NA,NA
"4199",2016-06-27,4.77,NA,11.30659086,2.248421938
"4200",2016-06-28,4.69,NA,11.24395047,2.236129678
"4201",2016-06-29,4.51,NA,11.08734948,2.259716842
"4202",2016-06-30,4.46,NA,11.11866968,2.231075829
"4203",2016-07-01,4.6,NA,11.55150513,2.26693047
"4204",2016-07-02,NA,NA,NA,NA
"4205",2016-07-03,NA,NA,NA,NA
"4206",2016-07-04,4.95,NA,11.42279755,2.245510883
"4207",2016-07-05,4.71,NA,11.39062066,2.287506575
"4208",2016-07-06,4.57,NA,11.39062066,2.271213053
"4209",2016-07-07,4.57,NA,11.61585892,2.232680572
"4210",2016-07-08,4.54,NA,11.61585892,2.313481439
"4211",2016-07-09,NA,NA,NA,NA
"4212",2016-07-10,NA,NA,NA,NA
"4213",2016-07-11,4.42,NA,11.58368202,2.184695709
"4214",2016-07-12,4.62,NA,11.55150513,2.02857934
"4215",2016-07-13,4.76,NA,11.51932823,1.873834971
"4216",2016-07-14,4.77,NA,11.53863437,1.640838475
"4217",2016-07-15,4.92,NA,11.55150513,1.477160063
"4218",2016-07-16,NA,NA,NA,NA
"4219",2016-07-17,NA,NA,NA,NA
"4220",2016-07-18,4.84,NA,11.55150513,1.46228062
"4221",2016-07-19,4.67,NA,11.55150513,1.447400799
"4222",2016-07-20,4.67,NA,11.61585892,1.432520977
"4223",2016-07-21,4.64,NA,11.61585892,1.417641156
"4224",2016-07-22,4.56,NA,11.68021271,1.432917233
"4225",2016-07-23,NA,NA,NA,NA
"4226",2016-07-24,NA,NA,NA,NA
"4227",2016-07-25,4.59,NA,11.64803581,1.5138298
"4228",2016-07-26,4.52,NA,11.64803581,1.685392598
"4229",2016-07-27,4.52,NA,11.61585892,1.854566818
"4230",2016-07-28,4.48,NA,11.58368202,1.922310832
"4231",2016-07-29,4.41,NA,11.64803581,1.920849658
"4232",2016-07-30,NA,NA,NA,NA
"4233",2016-07-31,NA,NA,NA,NA
"4234",2016-08-01,4.37,NA,11.63825437,1.886016535
"4235",2016-08-02,4.4,NA,11.60601544,1.867236854
"4236",2016-08-03,4.61,NA,11.50929864,1.848457173
"4237",2016-08-04,4.69,NA,11.47705971,1.829677492
"4238",2016-08-05,4.72,NA,11.44482078,1.810897811
"4239",2016-08-06,NA,NA,NA,NA
"4240",2016-08-07,NA,NA,NA,NA
"4241",2016-08-08,4.93,NA,11.54153757,1.812159933
"4242",2016-08-09,4.88,NA,11.47705971,1.888454495
"4243",2016-08-10,4.77,NA,11.38034292,1.962476665
"4244",2016-08-11,4.88,NA,11.31586505,1.942355579
"4245",2016-08-12,4.89,NA,11.31586505,1.923575898
"4246",2016-08-13,NA,NA,NA,NA
"4247",2016-08-14,NA,NA,NA,NA
"4248",2016-08-15,4.79,NA,11.32876062,1.904796216
"4249",2016-08-16,4.68,11.35417071,11.28362612,1.886021733
"4250",2016-08-17,4.49,NA,11.34810398,1.877478246
"4251",2016-08-18,4.66,NA,11.54153757,1.912675647
"4252",2016-08-19,4.75,NA,11.58667208,1.960458193
"4253",2016-08-20,NA,NA,NA,NA
"4254",2016-08-21,NA,NA,NA,NA
"4255",2016-08-22,4.88,NA,11.63825437,1.968536636
"4256",2016-08-23,4.7,NA,11.63825437,2.018428952
"4257",2016-08-24,4.59,NA,11.63825437,2.057529116
"4258",2016-08-25,4.7,NA,11.65114994,2.079167936
"4259",2016-08-26,4.7,NA,11.73497117,1.98394313
"4260",2016-08-27,NA,NA,NA,NA
"4261",2016-08-28,NA,NA,NA,NA
"4262",2016-08-29,4.69,NA,11.7672101,1.963828457
"4263",2016-08-30,4.56,NA,11.7672101,1.987924773
"4264",2016-08-31,4.46,NA,11.79944903,2.056911345
"4265",2016-09-01,4.38,NA,12.22264155,2.050736243
"4266",2016-09-02,4.09,NA,12.22264155,2.023679702
"4267",2016-09-03,NA,NA,NA,NA
"4268",2016-09-04,NA,NA,NA,NA
"4269",2016-09-05,3.91,NA,12.19004784,2.077467946
"4270",2016-09-06,4.14,NA,12.22264155,1.988188697
"4271",2016-09-07,4.01,NA,12.28782897,1.987759739
"4272",2016-09-08,4.07,NA,12.32042268,2.034858038
"4273",2016-09-09,4.08,NA,12.25523526,2.043255398
"4274",2016-09-10,NA,NA,NA,NA
"4275",2016-09-11,NA,NA,NA,NA
"4276",2016-09-12,4.04,NA,12.32042268,2.071681508
"4277",2016-09-13,4.03,NA,12.26827275,2.042083242
"4278",2016-09-14,3.99,NA,12.25523526,2.081620986
"4279",2016-09-15,4.14,NA,12.25523526,NA
"4280",2016-09-16,4.35,NA,12.25523526,NA
"4281",2016-09-17,NA,NA,NA,NA
"4282",2016-09-18,NA,NA,NA,NA
"4283",2016-09-19,4.4,NA,12.22264155,2.162721086
"4284",2016-09-20,4.17,NA,12.28782897,2.077333833
"4285",2016-09-21,4.21,NA,12.28782897,2.115130729
"4286",2016-09-22,4.43,NA,12.28782897,2.193341927
"4287",2016-09-23,4.55,NA,12.28782897,2.120204914
"4288",2016-09-24,NA,NA,NA,NA
"4289",2016-09-25,NA,NA,NA,NA
"4290",2016-09-26,4.63,NA,12.28782897,2.170210863
"4291",2016-09-27,4.44,NA,12.25523526,2.219773125
"4292",2016-09-28,4.96,NA,12.26827275,2.226945264
"4293",2016-09-29,5.02,NA,12.26827275,2.22815137
"4294",2016-09-30,4.97,NA,12.25523526,2.207654043
"4295",2016-10-01,NA,NA,NA,NA
"4296",2016-10-02,NA,NA,NA,NA
"4297",2016-10-03,5.31,NA,12.20510667,NA
"4298",2016-10-04,5.19,NA,12.17264628,NA
"4299",2016-10-05,5.48,NA,12.20510667,NA
"4300",2016-10-06,5.86,NA,12.23756706,NA
"4301",2016-10-07,5.69,NA,12.23756706,NA
"4302",2016-10-08,NA,NA,NA,NA
"4303",2016-10-09,NA,NA,NA,NA
"4304",2016-10-10,5.67,NA,12.20510667,2.230743793
"4305",2016-10-11,5.42,NA,12.23756706,2.233167581
"4306",2016-10-12,5.52,NA,12.25055122,2.233397351
"4307",2016-10-13,5.66,NA,12.20510667,2.21056175
"4308",2016-10-14,5.81,NA,12.27002745,2.218614134
"4309",2016-10-15,NA,NA,NA,NA
"4310",2016-10-16,NA,NA,NA,NA
"4311",2016-10-17,5.87,NA,12.25055122,2.197113331
"4312",2016-10-18,5.95,NA,12.23756706,2.252676548
"4313",2016-10-19,5.67,NA,12.21809083,2.184805828
"4314",2016-10-20,5.57,NA,12.14018589,2.164561898
"4315",2016-10-21,5.9,NA,12.20510667,2.144693283
"4316",2016-10-22,NA,NA,NA,NA
"4317",2016-10-23,NA,NA,NA,NA
"4318",2016-10-24,5.8,NA,NA,2.120560778
"4319",2016-10-25,5.8,NA,12.23756706,2.107790454
"4320",2016-10-26,5.94,NA,12.14018589,2.089609315
"4321",2016-10-27,5.79,NA,12.07526511,2.071974238
"4322",2016-10-28,5.87,NA,12.1077255,2.260271941
"4323",2016-10-29,NA,NA,NA,NA
"4324",2016-10-30,NA,NA,NA,NA
"4325",2016-10-31,5.9,NA,12.01034433,2.237427337
"4326",2016-11-01,6.03,NA,12.26738789,2.233189732
"4327",2016-11-02,6.23,NA,12.22102087,2.211508278
"4328",2016-11-03,6.51,NA,12.28725947,2.189826825
"4329",2016-11-04,6.4,NA,12.25414017,2.168145371
"4330",2016-11-05,NA,NA,NA,NA
"4331",2016-11-06,NA,NA,NA,NA
"4332",2016-11-07,6.22,NA,12.25414017,2.1485554
"4333",2016-11-08,6.14,NA,12.28725947,2.18806607
"4334",2016-11-09,6.12,NA,12.28725947,2.205537897
"4335",2016-11-10,5.92,NA,12.28725947,2.212863369
"4336",2016-11-11,5.68,NA,12.25414017,2.191181916
"4337",2016-11-12,NA,NA,NA,NA
"4338",2016-11-13,NA,NA,NA,NA
"4339",2016-11-14,5.4,NA,12.18790158,2.198126401
"4340",2016-11-15,5.73,11.78817815,12.08854368,2.241182191
"4341",2016-11-16,5.55,NA,12.05542439,2.28784279
"4342",2016-11-17,5.9,NA,11.9229472,2.250918837
"4343",2016-11-18,5.57,NA,11.49239632,2.299589184
"4344",2016-11-19,NA,NA,NA,NA
"4345",2016-11-20,NA,NA,NA,NA
"4346",2016-11-21,5.49,NA,11.45927703,2.334441802
"4347",2016-11-22,5.51,NA,11.26056124,2.293613059
"4348",2016-11-23,5.39,NA,11.35991913,2.283546591
"4349",2016-11-24,5.33,NA,11.45927703,2.259677713
"4350",2016-11-25,5.02,NA,11.59175422,2.242451686
"4351",2016-11-26,NA,NA,NA,NA
"4352",2016-11-27,NA,NA,NA,NA
"4353",2016-11-28,4.73,NA,11.59175422,2.306691517
"4354",2016-11-29,4.56,NA,11.59175422,2.422747643
"4355",2016-11-30,4.58,NA,11.53876334,2.409701316
"4356",2016-12-01,4.46,NA,11.83291659,2.454149865
"4357",2016-12-02,4.29,NA,11.83291659,2.535553378
"4358",2016-12-03,NA,NA,NA,NA
"4359",2016-12-04,NA,NA,NA,NA
"4360",2016-12-05,4.37,NA,11.86634291,2.626243869
"4361",2016-12-06,4.5,NA,11.83291659,2.604922104
"4362",2016-12-07,4.3,NA,11.83291659,2.578870495
"4363",2016-12-08,4.37,NA,11.79949027,2.552859493
"4364",2016-12-09,4.48,NA,11.76606395,2.526799783
"4365",2016-12-10,NA,NA,NA,NA
"4366",2016-12-11,NA,NA,NA,NA
"4367",2016-12-12,4.87,NA,11.73263764,2.60406119
"4368",2016-12-13,4.8,NA,11.63235868,2.687122763
"4369",2016-12-14,5,NA,11.49865341,2.659717126
"4370",2016-12-15,4.83,NA,11.63235868,NA
"4371",2016-12-16,4.95,NA,11.36494814,NA
"4372",2016-12-17,NA,NA,NA,NA
"4373",2016-12-18,NA,NA,NA,NA
"4374",2016-12-19,5.09,NA,11.39837445,NA
"4375",2016-12-20,5.25,NA,11.39837445,NA
"4376",2016-12-21,5.81,NA,11.43180077,NA
"4377",2016-12-22,6.07,NA,11.43180077,NA
"4378",2016-12-23,6.31,NA,11.43180077,NA
"4379",2016-12-24,NA,NA,NA,NA
"4380",2016-12-25,NA,NA,NA,NA
"4381",2016-12-26,NA,NA,NA,2.489377406
"4382",2016-12-27,6.31,NA,NA,2.613589834
"4383",2016-12-28,6.32,NA,11.49865341,2.490201177
"4384",2016-12-29,6.34,NA,11.39837445,2.529463823
"4385",2016-12-30,6.55,NA,11.53207973,2.64200254
"4386",2016-12-31,NA,NA,NA,NA
"4387",2017-01-01,NA,NA,NA,NA
"4388",2017-01-02,6.13,NA,NA,NA
"4389",2017-01-03,5.43,NA,NA,2.580659287
"4390",2017-01-04,5.7,NA,11.5473439,2.563205584
"4391",2017-01-05,5.28,NA,11.51377604,2.550439091
"4392",2017-01-06,5.03,NA,11.58091176,2.51320153
"4393",2017-01-07,NA,NA,NA,NA
"4394",2017-01-08,NA,NA,NA,NA
"4395",2017-01-09,5.26,NA,11.61447962,2.529445482
"4396",2017-01-10,5.49,NA,11.68161534,2.418561916
"4397",2017-01-11,5.52,NA,11.7151832,2.46821763
"4398",2017-01-12,5.03,NA,11.7151832,2.52933257
"4399",2017-01-13,5.03,NA,11.68161534,2.502442693
"4400",2017-01-14,NA,NA,NA,NA
"4401",2017-01-15,NA,NA,NA,NA
"4402",2017-01-16,4.69,NA,11.64804748,2.421709123
"4403",2017-01-17,5,NA,11.64804748,2.657386376
"4404",2017-01-18,4.84,NA,11.58091176,2.380458042
"4405",2017-01-19,5.18,NA,11.5473439,2.479602165
"4406",2017-01-20,5.42,NA,11.5473439,2.644390964
"4407",2017-01-21,NA,NA,NA,NA
"4408",2017-01-22,NA,NA,NA,NA
"4409",2017-01-23,5.31,NA,NA,2.52670584
"4410",2017-01-24,5.08,NA,11.48020818,2.407199482
"4411",2017-01-25,4.99,NA,11.49363532,2.551290004
"4412",2017-01-26,5.18,NA,11.49363532,2.46439181
"4413",2017-01-27,4.93,NA,11.41307246,NA
"4414",2017-01-28,NA,NA,NA,NA
"4415",2017-01-29,NA,NA,NA,NA
"4416",2017-01-30,5.15,NA,NA,NA
"4417",2017-01-31,5.34,NA,11.34593673,NA
"4418",2017-02-01,5.27,NA,11.53318791,NA
"4419",2017-02-02,5.22,NA,11.51283523,NA
"4420",2017-02-03,5.16,NA,11.56710905,2.427283279
"4421",2017-02-04,NA,NA,NA,NA
"4422",2017-02-05,NA,NA,NA,NA
"4423",2017-02-06,5.1,NA,NA,2.473320399
"4424",2017-02-07,5.16,NA,11.58067751,2.465291547
"4425",2017-02-08,5.21,NA,11.66887247,2.456224193
"4426",2017-02-09,5.28,NA,11.66887247,2.481242736
"4427",2017-02-10,5.12,NA,11.9402416,2.385350705
"4428",2017-02-11,NA,NA,NA,NA
"4429",2017-02-12,NA,NA,NA,NA
"4430",2017-02-13,4.9,NA,11.9402416,2.384980498
"4431",2017-02-14,5.12,NA,12.24553187,2.384703421
"4432",2017-02-15,5.05,NA,12.24553187,2.414688688
"4433",2017-02-16,4.93,NA,12.24553187,2.399048083
"4434",2017-02-17,4.97,NA,12.24553187,2.408724033
"4435",2017-02-18,NA,NA,NA,NA
"4436",2017-02-19,NA,NA,NA,NA
"4437",2017-02-20,5.08,NA,12.24553187,2.415181713
"4438",2017-02-21,5.04,NA,12.25910033,2.437466048
"4439",2017-02-22,5.06,12.75058374,12.27945301,2.387540308
"4440",2017-02-23,5.33,NA,12.24553187,2.410180418
"4441",2017-02-24,5.37,NA,12.21161073,2.417030041
"4442",2017-02-25,NA,NA,NA,NA
"4443",2017-02-26,NA,NA,NA,NA
"4444",2017-02-27,5.19,NA,12.24553187,2.407850951
"4445",2017-02-28,5.2,NA,12.24553187,2.311185781
"4446",2017-03-01,5.9,NA,11.67683612,2.325546649
"4447",2017-03-02,5.46,NA,11.74243632,2.303848427
"4448",2017-03-03,5.58,NA,11.67683612,2.301078902
"4449",2017-03-04,NA,NA,NA,NA
"4450",2017-03-05,NA,NA,NA,NA
"4451",2017-03-06,5.49,NA,11.74243632,2.272043918
"4452",2017-03-07,5.38,NA,11.68995616,2.403871239
"4453",2017-03-08,5.24,NA,11.74243632,2.372062453
"4454",2017-03-09,5.13,NA,11.70963622,2.262302428
"4455",2017-03-10,5.15,NA,11.70963622,2.275854678
"4456",2017-03-11,NA,NA,NA,NA
"4457",2017-03-12,NA,NA,NA,NA
"4458",2017-03-13,5.15,NA,11.67683612,2.306858702
"4459",2017-03-14,5.1,NA,11.61123592,2.299809528
"4460",2017-03-15,5.19,NA,11.51283561,2.381584599
"4461",2017-03-16,5.14,NA,11.3488351,2.383856901
"4462",2017-03-17,5.12,NA,11.2504348,2.375695497
"4463",2017-03-18,NA,NA,NA,NA
"4464",2017-03-19,NA,NA,NA,NA
"4465",2017-03-20,4.98,NA,11.1520345,2.34037439
"4466",2017-03-21,4.93,NA,11.1520345,2.354056538
"4467",2017-03-22,4.96,NA,11.2176347,2.318244303
"4468",2017-03-23,4.96,NA,11.2832349,2.374591504
"4469",2017-03-24,4.76,NA,11.26355484,2.183663514
"4470",2017-03-25,NA,NA,NA,NA
"4471",2017-03-26,NA,NA,NA,NA
"4472",2017-03-27,4.63,NA,11.23075474,2.299197477
"4473",2017-03-28,4.73,NA,11.2504348,2.170122334
"4474",2017-03-29,4.75,NA,11.2832349,2.243941232
"4475",2017-03-30,4.91,NA,11.2832349,2.241229932
"4476",2017-03-31,4.67,NA,11.316035,2.300854685
"4477",2017-04-01,NA,NA,NA,NA
"4478",2017-04-02,NA,NA,NA,NA
"4479",2017-04-03,4.84,NA,11.38353004,NA
"4480",2017-04-04,4.64,NA,11.38353004,NA
"4481",2017-04-05,4.82,NA,11.51362753,2.410987115
"4482",2017-04-06,5.05,NA,11.51362753,2.178937506
"4483",2017-04-07,4.89,NA,11.48110316,2.243972459
"4484",2017-04-08,NA,NA,NA,NA
"4485",2017-04-09,NA,NA,NA,NA
"4486",2017-04-10,4.78,NA,11.44857879,2.181850269
"4487",2017-04-11,4.85,NA,11.38353004,2.158901167
"4488",2017-04-12,4.93,NA,11.3184813,2.031168939
"4489",2017-04-13,4.95,NA,11.18838381,1.986249566
"4490",2017-04-14,NA,NA,NA,1.912753134
"4491",2017-04-15,NA,NA,NA,NA
"4492",2017-04-16,NA,NA,NA,NA
"4493",2017-04-17,NA,NA,NA,1.987209553
"4494",2017-04-18,4.86,NA,11.18838381,2.04978206
"4495",2017-04-19,4.83,NA,11.22090819,2.116636909
"4496",2017-04-20,4.75,NA,11.25343256,2.090405667
"4497",2017-04-21,4.57,NA,11.20139356,2.152847138
"4498",2017-04-22,NA,NA,NA,NA
"4499",2017-04-23,NA,NA,NA,NA
"4500",2017-04-24,4.64,NA,11.18838381,2.189188921
"4501",2017-04-25,4.49,NA,NA,2.245659179
"4502",2017-04-26,4.61,NA,11.15585944,2.249135673
"4503",2017-04-27,4.55,NA,11.15585944,2.112003699
"4504",2017-04-28,4.57,NA,11.15585944,2.195200277
"4505",2017-04-29,NA,NA,NA,NA
"4506",2017-04-30,NA,NA,NA,NA
"4507",2017-05-01,NA,NA,10.75951089,NA
"4508",2017-05-02,4.44,NA,NA,2.139823808
"4509",2017-05-03,4.39,NA,10.79087973,2.067576152
"4510",2017-05-04,4.52,NA,10.75951089,2.023106467
"4511",2017-05-05,4.58,NA,10.8159748,2.129678306
"4512",2017-05-06,NA,NA,NA,NA
"4513",2017-05-07,NA,NA,NA,NA
"4514",2017-05-08,4.41,NA,10.75951089,2.174186716
"4515",2017-05-09,4.51,NA,10.75951089,2.163109558
"4516",2017-05-10,4.44,NA,10.72814206,2.166185847
"4517",2017-05-11,4.35,NA,10.74068959,2.151650928
"4518",2017-05-12,4.45,NA,10.70932076,2.153276427
"4519",2017-05-13,NA,NA,NA,NA
"4520",2017-05-14,NA,NA,NA,NA
"4521",2017-05-15,4.38,NA,10.72814206,2.147561893
"4522",2017-05-16,4.53,12.48021705,10.66540438,2.08076835
"4523",2017-05-17,4.57,NA,10.66540438,2.150844457
"4524",2017-05-18,4.76,NA,10.63403555,2.153952713
"4525",2017-05-19,4.85,NA,10.63403555,2.187677888
"4526",2017-05-20,NA,NA,NA,NA
"4527",2017-05-21,NA,NA,NA,NA
"4528",2017-05-22,4.91,NA,10.66540438,2.202121989
"4529",2017-05-23,4.74,NA,10.53992904,2.20764133
"4530",2017-05-24,4.91,NA,10.5085602,2.222951651
"4531",2017-05-25,4.98,NA,10.32034718,2.205483289
"4532",2017-05-26,5.17,NA,10.39563239,2.194941346
"4533",2017-05-27,NA,NA,NA,NA
"4534",2017-05-28,NA,NA,NA,NA
"4535",2017-05-29,5.16,NA,10.39563239,NA
"4536",2017-05-30,5.14,NA,10.53992904,NA
"4537",2017-05-31,4.97,NA,10.53992904,2.190468491
"4538",2017-06-01,5.08,NA,10.78963945,2.176157074
"4539",2017-06-02,5.15,NA,10.7446022,2.146293667
"4540",2017-06-03,NA,NA,NA,NA
"4541",2017-06-04,NA,NA,NA,NA
"4542",2017-06-05,5.17,NA,NA,2.145830865
"4543",2017-06-06,4.96,NA,10.61592432,2.085560092
"4544",2017-06-07,4.87,NA,10.66096158,2.115690144
"4545",2017-06-08,5.05,NA,10.64809379,2.101904512
"4546",2017-06-09,5.03,NA,10.61592432,2.061321919
"4547",2017-06-10,NA,NA,NA,NA
"4548",2017-06-11,NA,NA,NA,NA
"4549",2017-06-12,4.92,NA,10.61592432,2.081141529
"4550",2017-06-13,5,NA,10.68026326,2.037737468
"4551",2017-06-14,4.92,NA,10.62879211,2.047564946
"4552",2017-06-15,4.95,NA,10.62879211,2.045696257
"4553",2017-06-16,4.87,NA,10.64809379,2.036724862
"4554",2017-06-17,NA,NA,NA,NA
"4555",2017-06-18,NA,NA,NA,NA
"4556",2017-06-19,4.92,NA,10.59662264,2.046440536
"4557",2017-06-20,4.94,NA,10.51941592,2.032794644
"4558",2017-06-21,4.88,NA,10.61592432,2.001225162
"4559",2017-06-22,4.86,NA,10.61592432,2.002374106
"4560",2017-06-23,4.87,NA,10.61592432,1.894335018
"4561",2017-06-24,NA,NA,NA,NA
"4562",2017-06-25,NA,NA,NA,NA
"4563",2017-06-26,4.78,NA,10.61592432,1.841610877
"4564",2017-06-27,4.93,NA,10.80894113,1.814513601
"4565",2017-06-28,4.93,NA,10.96978847,1.82027242
"4566",2017-06-29,5.07,NA,11.00195794,1.74511614
"4567",2017-06-30,5.03,NA,11.06629687,1.77586909
"4568",2017-07-01,NA,NA,NA,NA
"4569",2017-07-02,NA,NA,NA,NA
"4570",2017-07-03,5.13,NA,10.9811448,1.751795993
"4571",2017-07-04,5.11,NA,10.9811448,1.822215443
"4572",2017-07-05,5.04,NA,11.01306674,1.80247112
"4573",2017-07-06,5.23,NA,11.04498867,1.778692688
"4574",2017-07-07,5.34,NA,11.0769106,1.800310174
"4575",2017-07-08,NA,NA,NA,NA
"4576",2017-07-09,NA,NA,NA,NA
"4577",2017-07-10,5.39,NA,11.1726764,1.771717536
"4578",2017-07-11,5.31,NA,11.33228606,1.782111755
"4579",2017-07-12,5.47,NA,11.39612993,1.762280123
"4580",2017-07-13,5.35,NA,11.42805186,1.786890897
"4581",2017-07-14,5.41,NA,11.39612993,1.773195014
"4582",2017-07-15,NA,NA,NA,NA
"4583",2017-07-16,NA,NA,NA,NA
"4584",2017-07-17,5.42,NA,11.4088987,1.765876799
"4585",2017-07-18,5.45,NA,11.39612993,1.74826858
"4586",2017-07-19,5.39,NA,11.30036413,1.706784963
"4587",2017-07-20,5.29,NA,11.30036413,1.636736672
"4588",2017-07-21,5.08,NA,11.14075447,1.68802748
"4589",2017-07-22,NA,NA,NA,NA
"4590",2017-07-23,NA,NA,NA,NA
"4591",2017-07-24,5.13,NA,11.18544517,1.735624575
"4592",2017-07-25,5.16,NA,11.2684422,1.694460408
"4593",2017-07-26,5.25,NA,11.39612993,1.709928769
"4594",2017-07-27,5.13,NA,11.42805186,1.709817079
"4595",2017-07-28,5.17,NA,11.39612993,1.686763838
"4596",2017-07-29,NA,NA,NA,NA
"4597",2017-07-30,NA,NA,NA,NA
"4598",2017-07-31,5.22,NA,11.42805186,1.685861782
"4599",2017-08-01,5.28,NA,11.05313956,1.57242733
"4600",2017-08-02,5.41,NA,11.05313956,1.495351541
"4601",2017-08-03,5.41,NA,10.96025603,2.258634203
"4602",2017-08-04,5.35,NA,11.02217838,1.490764931
"4603",2017-08-05,NA,NA,NA,NA
"4604",2017-08-06,NA,NA,NA,NA
"4605",2017-08-07,5.26,NA,10.99121721,1.585933585
"4606",2017-08-08,5.27,NA,11.02217838,1.553438529
"4607",2017-08-09,5.36,NA,11.05313956,1.562379112
"4608",2017-08-10,5.36,NA,11.01598615,1.573825849
"4609",2017-08-11,5.37,NA,10.96025603,1.602806736
"4610",2017-08-12,NA,NA,NA,NA
"4611",2017-08-13,NA,NA,NA,NA
"4612",2017-08-14,5.5,NA,10.9726405,1.571219287
"4613",2017-08-15,5.52,12.49286517,11.00360168,1.550457563
"4614",2017-08-16,5.78,NA,11.08410073,1.571787956
"4615",2017-08-17,5.79,NA,11.11506191,1.562725612
"4616",2017-08-18,5.81,NA,11.11506191,1.57247168
"4617",2017-08-19,NA,NA,NA,NA
"4618",2017-08-20,NA,NA,NA,NA
"4619",2017-08-21,5.74,NA,11.11506191,1.563774615
"4620",2017-08-22,5.76,NA,11.14602308,1.58816419
"4621",2017-08-23,5.93,NA,11.17698426,1.605156373
"4622",2017-08-24,5.93,NA,11.17698426,1.699732416
"4623",2017-08-25,6.06,NA,11.20794543,1.612924304
"4624",2017-08-26,NA,NA,NA,NA
"4625",2017-08-27,NA,NA,NA,NA
"4626",2017-08-28,6.09,NA,11.20794543,1.601937481
"4627",2017-08-29,6.02,NA,11.26986778,1.601924684
"4628",2017-08-30,6.01,NA,11.26986778,1.61333473
"4629",2017-08-31,5.93,NA,11.30082896,1.70345013
"4630",2017-09-01,5.82,NA,11.15956041,1.58745005
"4631",2017-09-02,NA,NA,NA,NA
"4632",2017-09-03,NA,NA,NA,NA
"4633",2017-09-04,5.92,NA,11.15956041,1.632203163
"4634",2017-09-05,6.49,NA,11.12915289,1.616342776
"4635",2017-09-06,6.7,NA,11.09874537,1.654372479
"4636",2017-09-07,6.89,NA,11.08050085,1.641651276
"4637",2017-09-08,7.06,NA,11.09874537,1.654456408
"4638",2017-09-09,NA,NA,NA,NA
"4639",2017-09-10,NA,NA,NA,NA
"4640",2017-09-11,6.86,NA,11.15956041,1.644443954
"4641",2017-09-12,6.83,NA,11.12915289,1.660008789
"4642",2017-09-13,7.09,NA,11.12915289,1.650442562
"4643",2017-09-14,7.1,NA,11.10482687,1.666797933
"4644",2017-09-15,6.93,NA,11.11698988,1.67071315
"4645",2017-09-16,NA,NA,NA,NA
"4646",2017-09-17,NA,NA,NA,NA
"4647",2017-09-18,6.72,NA,11.12915289,1.674349764
"4648",2017-09-19,7.01,NA,11.06833784,1.685979413
"4649",2017-09-20,6.88,NA,11.09874537,1.663156666
"4650",2017-09-21,6.56,NA,11.03793032,1.699247766
"4651",2017-09-22,6.64,NA,11.06833784,1.674541952
"4652",2017-09-23,NA,NA,NA,NA
"4653",2017-09-24,NA,NA,NA,NA
"4654",2017-09-25,7.28,NA,11.0075228,1.69987309
"4655",2017-09-26,6.97,NA,10.94670776,1.84581192
"4656",2017-09-27,6.91,NA,10.92846325,1.741770271
"4657",2017-09-28,6.96,NA,10.91630024,1.707821236
"4658",2017-09-29,7.06,NA,10.97711528,1.764379955
"4659",2017-09-30,NA,NA,NA,NA
"4660",2017-10-01,NA,NA,NA,NA
"4661",2017-10-02,6.93,NA,10.78317516,NA
"4662",2017-10-03,6.99,NA,10.81321186,NA
"4663",2017-10-04,6.89,NA,10.84324856,NA
"4664",2017-10-05,6.87,NA,10.87328526,NA
"4665",2017-10-06,6.98,NA,10.93335866,NA
"4666",2017-10-07,NA,NA,NA,NA
"4667",2017-10-08,NA,NA,NA,NA
"4668",2017-10-09,6.94,NA,10.96339536,1.815821017
"4669",2017-10-10,7.36,NA,10.99343206,1.565683345
"4670",2017-10-11,7.35,NA,11.02346875,1.572226521
"4671",2017-10-12,7.4,NA,11.05350545,1.804069336
