"","Date","EUR_EUR","CAL_EUR","QUE_EUR","ONT_EUR","NZ_EUR","KAZ_EUR","KOR_EUR","SWISS_EUR","USD_EUR","NS_EUR","UK_EUR","CHN_EUR","EUR_EUR","WAS_EUR","Shenzhen_EUR","Shanghai_EUR","Beijing_EUR","Guangdong_EUR","Tianjin_EUR","Hubei_EUR","Chongqing_EUR","Fujian_EUR"
"3818",2015-06-12,7.59,NA,NA,NA,4.176629555,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.437699393,1.823315001,6.075067985,2.60633234,NA,3.703491038,2.923522695,NA
"3819",2015-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820",2015-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821",2015-06-15,7.53,NA,NA,NA,4.425980573,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.72855105,2.914022848,5.988723575,2.51123111,NA,3.581480964,2.983305454,NA
"3822",2015-06-16,7.42,NA,NA,NA,4.394811696,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.81857078,2.907083151,5.83246423,2.583446776,NA,3.694543353,NA,NA
"3823",2015-06-17,7.46,NA,NA,NA,4.270136187,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.042422469,3.178693005,6.692793377,2.456072677,1.815354492,3.658151979,2.916232115,NA
"3824",2015-06-18,7.45,NA,NA,NA,4.23896731,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.23209436,3.15766112,6.010929658,2.488347614,1.633089984,3.699757518,2.916232115,NA
"3825",2015-06-19,7.41,NA,NA,NA,4.207798432,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.000005943,2.961638508,5.890045269,2.384019754,1.71616869,3.688260382,2.78500167,NA
"3826",2015-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3827",2015-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3828",2015-06-22,7.48,NA,NA,NA,4.270136187,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829",2015-06-23,7.49,NA,NA,NA,4.23896731,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.944779258,2.624608903,NA,2.146346837,1.788014815,3.674452465,3.337627656,NA
"3830",2015-06-24,7.47,NA,NA,NA,4.176629555,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.774279923,2.362248424,NA,2.173871369,NA,3.674452465,NA,NA
"3831",2015-06-25,7.57,NA,NA,NA,4.176629555,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.313088537,2.128875779,5.66221178,2.258568319,NA,3.674452465,2.669810501,NA
"3832",2015-06-26,7.52,NA,NA,NA,4.176629555,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.283490282,2.517106195,5.928567334,2.04136248,1.939294356,3.657339134,2.136140024,NA
"3833",2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.132183055,NA,NA,NA,NA,NA,NA,NA
"3834",2015-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.290042468,NA,NA,NA,NA,NA,NA,NA
"3835",2015-06-29,7.36,NA,NA,NA,4.145460678,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.481574379,2.260079889,5.754740852,2.228438583,NA,3.643703989,2.332985692,NA
"3836",2015-06-30,7.44,NA,NA,NA,4.23896731,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.910550101,NA,NA,2.332985692,2.087293136,3.68748449,2.624608903,NA
"3837",2015-07-01,7.47,NA,NA,NA,4.113742563,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,5.195946059,2.378902578,NA,2.304561873,2.284737684,NA,NA,NA
"3838",2015-07-02,7.43,NA,NA,NA,4.113742563,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,5.299005493,NA,NA,2.296253538,2.479014728,3.747868291,NA,NA
"3839",2015-07-03,7.43,NA,NA,NA,4.156089913,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.769699669,NA,5.783706893,2.304567646,2.725406793,3.464651296,2.533531246,NA
"3840",2015-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3841",2015-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842",2015-07-06,7.36,NA,NA,NA,4.156089913,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.311035404,NA,NA,2.265715029,2.613075801,3.471805421,NA,NA
"3843",2015-07-07,7.44,NA,NA,NA,4.174238777,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.862743061,NA,NA,2.378902578,2.824946812,3.479145021,NA,NA
"3844",2015-07-08,7.47,NA,NA,NA,4.174238777,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.476171392,NA,5.20384939,2.230221167,NA,3.690272624,NA,NA
"3845",2015-07-09,7.45,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.191514073,2.14101232,NA,2.377415764,NA,3.702167137,NA,NA
"3846",2015-07-10,7.58,NA,NA,NA,4.264983098,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.443090321,NA,NA,2.258456278,3.047968928,3.741484405,NA,NA
"3847",2015-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848",2015-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3849",2015-07-13,7.75,NA,NA,NA,4.264983098,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.793370064,NA,NA,2.307684182,NA,3.883891431,NA,NA
"3850",2015-07-14,7.7,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.888644798,NA,NA,2.380331301,NA,4.163983967,NA,NA
"3851",2015-07-15,7.75,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.612958291,1.932858345,NA,NA,NA,4.113064498,NA,NA
"3852",2015-07-16,7.64,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.252988287,NA,6.244619268,NA,NA,4.094678299,NA,NA
"3853",2015-07-17,7.7,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,5.824537885,NA,NA,NA,NA,4.094085975,NA,NA
"3854",2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855",2015-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856",2015-07-20,7.96,NA,NA,NA,4.113742563,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,5.087458531,NA,NA,NA,NA,4.104411399,NA,NA
"3857",2015-07-21,7.92,NA,NA,NA,4.174238777,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.167327552,NA,6.244619268,2.309170996,NA,4.061688067,2.48446638,NA
"3858",2015-07-22,7.93,NA,NA,NA,4.234734991,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,3.898019823,1.73957251,NA,2.354783149,NA,3.972412825,2.011659493,NA
"3859",2015-07-23,8.07,NA,NA,NA,4.174238777,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.231548375,2.31393255,NA,3.942427324,NA,NA
"3860",2015-07-24,7.98,NA,NA,NA,4.174238777,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,5.004616299,NA,NA,2.440853166,NA,3.786525548,NA,NA
"3861",2015-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3862",2015-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3863",2015-07-27,7.99,NA,NA,NA,4.125841806,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.445809213,NA,3.642338023,1.932858345,NA
"3864",2015-07-28,7.99,NA,NA,NA,4.14399067,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.525118748,NA,NA,2.445809213,NA,3.503286033,2.230221167,NA
"3865",2015-07-29,8.04,NA,NA,NA,4.14399067,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,NA,1.561154817,NA,2.201971699,NA,3.643459145,NA,NA
"3866",2015-07-30,7.87,NA,NA,NA,4.14399067,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.698332592,NA,NA,2.25055835,NA,3.674124581,NA,NA
"3867",2015-07-31,7.87,NA,NA,NA,4.14399067,NA,8.172705165,NA,NA,NA,NA,NA,NA,NA,4.490932568,1.412473406,6.244619268,2.259957449,NA,3.641962385,NA,NA
"3868",2015-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3869",2015-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870",2015-08-03,7.93,NA,NA,NA,4.027202556,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.298010835,1.423728444,NA,2.320677364,NA,3.211734994,NA,NA
"3871",2015-08-04,7.89,NA,NA,NA,4.085993835,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.9163456,1.49495933,5.940830509,2.343896179,NA,3.55927557,NA,NA
"3872",2015-08-05,7.81,NA,NA,NA,4.085993835,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.507793306,1.495001998,NA,2.349151933,NA,3.075272603,NA,NA
"3873",2015-08-06,7.84,NA,NA,NA,4.085993835,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.664694506,1.808135124,NA,2.346880415,NA,3.429725439,NA,NA
"3874",2015-08-07,7.76,NA,NA,NA,4.085993835,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.811749137,1.936270684,NA,NA,3.032541587,3.626141908,NA,NA
"3875",2015-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3876",2015-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3877",2015-08-10,7.89,NA,NA,NA,4.027202556,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,NA,2.121355382,5.962072233,NA,3.145602375,3.772880378,NA,NA
"3878",2015-08-11,8.07,NA,NA,NA,3.997806917,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.141909817,3.69599429,NA,NA
"3879",2015-08-12,8.16,NA,NA,NA,4.027202556,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.486636598,NA,NA,2.284672518,3.155592402,3.622811248,NA,NA
"3880",2015-08-13,8.17,NA,NA,NA,4.056598196,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.675198681,NA,NA,2.349151933,NA,3.587320337,NA,NA
"3881",2015-08-14,8.32,NA,NA,NA,4.068356451,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.840984877,NA,5.934359016,2.349151933,NA,3.595461615,NA,NA
"3882",2015-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883",2015-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884",2015-08-17,8.23,NA,NA,NA,4.056598196,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.349092282,NA,3.411241203,NA,NA
"3885",2015-08-18,8.24,11.23974008,11.23974008,NA,3.997806917,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.238397095,NA,3.573558395,NA,NA
"3886",2015-08-19,8.3,NA,NA,NA,4.056598196,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.485836975,NA,7.118642222,2.27232676,NA,3.573700307,NA,NA
"3887",2015-08-20,8.37,NA,NA,NA,4.085993835,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.52282306,NA,5.979659466,2.336040934,NA,3.615328522,NA,NA
"3888",2015-08-21,8.19,NA,NA,NA,4.056598196,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.767095688,1.907796115,NA,2.489151897,NA,3.649490579,NA,NA
"3889",2015-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3890",2015-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891",2015-08-24,8.16,NA,NA,NA,3.968411278,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,3.998845923,NA,7.118642222,2.601661363,NA,3.431844502,NA,NA
"3892",2015-08-25,8.22,NA,NA,NA,3.997806917,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.380702906,NA,8.542370666,2.36366567,NA,3.501666832,NA,NA
"3893",2015-08-26,8.09,NA,NA,NA,3.968411278,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.701158039,NA,NA,2.281398008,NA,3.559321111,NA,NA
"3894",2015-08-27,8.04,NA,NA,NA,3.968411278,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.636777934,NA,6.996608355,NA,NA,3.699709617,1.9220334,NA
"3895",2015-08-28,8.08,NA,NA,NA,3.968411278,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.807198913,NA,NA,2.518575618,NA,3.476226179,NA,NA
"3896",2015-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3897",2015-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898",2015-08-31,8.04,NA,NA,NA,3.997806917,NA,7.835964057,NA,NA,NA,NA,NA,NA,NA,4.829887926,NA,NA,2.762033182,3.170999178,3.487115429,NA,NA
"3899",2015-09-01,7.97,NA,NA,NA,3.866560896,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.744040246,NA,NA,2.518495493,3.126798769,3.461419606,NA,NA
"3900",2015-09-02,8.09,NA,NA,NA,3.866560896,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.621979942,NA,NA,2.266645943,3.142644376,3.45528587,NA,NA
"3901",2015-09-03,8.16,NA,NA,NA,3.838337824,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902",2015-09-04,8.08,NA,NA,NA,3.838337824,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903",2015-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904",2015-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905",2015-09-07,8.07,NA,NA,NA,3.866560896,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.60764844,NA,NA,2.203077724,3.15616456,3.441317455,NA,NA
"3906",2015-09-08,8.22,NA,NA,NA,3.838337824,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.013208956,NA,NA,NA,3.141661685,3.44194384,NA,NA
"3907",2015-09-09,8.26,NA,NA,NA,3.838337824,NA,7.745657441,NA,5.913739294,NA,NA,NA,NA,NA,3.721668268,NA,6.401989511,2.369732748,3.152616679,3.393223888,NA,NA
"3908",2015-09-10,8.28,NA,NA,NA,3.82140398,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,3.969730403,NA,6.296238731,2.368498484,3.18776235,3.432750707,NA,NA
"3909",2015-09-11,8.22,NA,NA,NA,3.810114751,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.455911052,NA,NA,2.593254754,3.218077574,3.393145723,NA,NA
"3910",2015-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3911",2015-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3912",2015-09-14,8.21,NA,NA,NA,3.866560896,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.878447958,1.692988637,6.506113356,2.555551048,3.171438768,3.469927123,NA,NA
"3913",2015-09-15,8.17,NA,NA,NA,3.810114751,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.743977091,NA,NA,2.746372774,3.208749813,3.360537925,NA,NA
"3914",2015-09-16,8.22,NA,NA,NA,3.810114751,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.968223231,NA,NA,2.518495493,3.218077574,3.320536352,NA,NA
"3915",2015-09-17,8.2,NA,NA,NA,3.793180908,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.951804516,NA,NA,NA,3.222574887,3.364566719,NA,NA
"3916",2015-09-18,8.1,NA,NA,NA,3.781891679,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.72359849,NA,NA,2.266645943,3.234949848,3.326979655,NA,NA
"3917",2015-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918",2015-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3919",2015-09-21,7.98,NA,NA,NA,3.764957836,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.863742344,NA,6.016405899,2.168704452,3.232568917,3.2939594,NA,NA
"3920",2015-09-22,8,NA,NA,NA,3.708511691,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,5.135045464,NA,NA,2.180860896,3.22682235,3.273960484,NA,NA
"3921",2015-09-23,8.05,NA,NA,NA,3.697222462,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.755638758,NA,NA,2.308620868,3.233715291,3.257079582,NA,NA
"3922",2015-09-24,7.99,NA,NA,NA,3.697222462,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,4.730673686,NA,NA,NA,3.224336992,3.242504333,NA,NA
"3923",2015-09-25,7.98,NA,NA,NA,3.708511691,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,5.46845414,NA,NA,NA,3.227405335,3.354884898,NA,NA
"3924",2015-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3925",2015-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3926",2015-09-28,7.89,NA,NA,NA,3.753668607,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.926886763,NA,5.554681725,NA,3.227072201,3.261853964,NA,NA
"3927",2015-09-29,7.94,NA,NA,NA,3.764957836,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.419609798,NA,NA,NA,3.235772885,3.429710874,NA,NA
"3928",2015-09-30,8.13,NA,NA,NA,3.810114751,NA,7.745657441,NA,NA,NA,NA,NA,NA,NA,5.648361425,NA,NA,NA,3.241863365,3.6106276,NA,NA
"3929",2015-10-01,8.14,NA,NA,NA,3.989368381,NA,8.008128127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930",2015-10-02,8.11,NA,NA,NA,4.007178061,NA,8.008128127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3931",2015-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3932",2015-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3933",2015-10-05,8.18,NA,NA,NA,4.036860861,NA,8.008128127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934",2015-10-06,8.19,NA,NA,NA,4.007178061,NA,8.008128127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3935",2015-10-07,8.09,NA,NA,NA,4.007178061,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936",2015-10-08,8.11,NA,NA,NA,3.995304941,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.741483179,NA,NA,NA,3.309193981,3.35465352,NA,NA
"3937",2015-10-09,8.32,NA,NA,NA,4.036860861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.760310261,NA,3.313796672,3.22919045,NA,NA
"3938",2015-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3939",2015-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3940",2015-10-12,8.29,NA,NA,NA,4.048733982,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.803786378,NA,NA,NA,3.361026953,3.271705636,NA,NA
"3941",2015-10-13,8.33,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.887930428,NA,NA,2.240217339,3.364531673,3.262851145,NA,NA
"3942",2015-10-14,8.42,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.186745265,NA,6.028119248,NA,3.375435248,3.249489612,NA,NA
"3943",2015-10-15,8.42,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.339355514,NA,NA,2.172926706,3.353628098,3.24003802,NA,NA
"3944",2015-10-16,8.38,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.832169813,NA,NA,2.140318653,3.367160214,3.250204847,1.457963725,NA
"3945",2015-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3946",2015-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3947",2015-10-19,8.34,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.654774286,NA,NA,2.102832296,3.371541114,3.239275757,NA,NA
"3948",2015-10-20,8.44,NA,NA,NA,4.125909263,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.451213213,1.752360246,NA,NA,3.374169655,3.238143001,NA,NA
"3949",2015-10-21,8.43,NA,NA,NA,4.185274864,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.787187655,1.752360246,NA,2.102832296,3.364531673,3.245371176,NA,NA
"3950",2015-10-22,8.47,NA,NA,NA,4.214957664,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.628088706,NA,6.357896757,2.102928087,3.371541114,3.256653475,NA,NA
"3951",2015-10-23,8.6,NA,NA,NA,4.185274864,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.64418878,NA,NA,2.102524564,3.372943002,3.247408622,NA,NA
"3952",2015-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3953",2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3954",2015-10-26,8.64,NA,NA,NA,NA,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.558860481,NA,NA,2.172926706,3.376547858,3.238889361,NA,NA
"3955",2015-10-27,8.59,NA,NA,NA,4.155592063,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.818766984,NA,NA,2.102658518,3.378550555,3.242048729,NA,NA
"3956",2015-10-28,8.56,NA,NA,NA,4.155592063,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,6.002137612,NA,NA,2.101375934,3.263284192,3.167508181,NA,NA
"3957",2015-10-29,8.65,NA,NA,NA,4.096226462,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.642876091,NA,NA,NA,3.230573468,3.238941926,NA,NA
"3958",2015-10-30,8.64,NA,NA,NA,4.185274864,NA,8.785616295,NA,NA,NA,NA,NA,NA,NA,5.626811061,NA,6.182326949,NA,3.204315879,3.222411309,NA,NA
"3959",2015-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3960",2015-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3961",2015-11-02,8.58,NA,NA,NA,4.324481493,NA,9.125881407,NA,NA,NA,NA,NA,NA,NA,6.157983168,NA,NA,2.192445083,3.334526511,3.305146583,NA,NA
"3962",2015-11-03,8.44,NA,NA,NA,4.434581446,NA,9.125881407,NA,NA,NA,NA,NA,NA,NA,5.828585193,3.293058368,NA,2.304875944,3.330693321,3.179776768,NA,NA
"3963",2015-11-04,8.38,NA,NA,NA,4.477398094,NA,9.125881407,NA,NA,NA,NA,NA,NA,NA,5.796626293,NA,NA,2.188808083,NA,3.10299398,NA,NA
"3964",2015-11-05,8.45,NA,NA,NA,4.416231454,NA,9.125881407,NA,NA,NA,NA,NA,NA,NA,5.502465835,NA,6.293400437,2.409055144,3.48088466,3.190044508,NA,NA
"3965",2015-11-06,8.39,NA,NA,NA,4.465164766,NA,9.125881407,NA,NA,NA,NA,NA,NA,NA,5.831107575,NA,6.000684138,2.259910249,3.372640612,3.078137738,NA,NA
"3966",2015-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967",2015-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3968",2015-11-09,8.32,NA,NA,NA,4.403998126,NA,9.287401432,NA,NA,NA,NA,NA,NA,NA,5.980513851,NA,5.854325988,2.195372246,3.362578489,3.035970052,NA,NA
"3969",2015-11-10,8.42,NA,NA,NA,4.403998126,NA,9.287401432,10.2183105,NA,NA,NA,NA,NA,NA,5.862593039,NA,NA,2.195372246,3.368328274,2.930858175,NA,NA
"3970",2015-11-11,8.43,NA,NA,NA,4.556914727,NA,9.287401432,NA,NA,NA,NA,NA,NA,NA,5.857660106,NA,NA,2.238087633,3.355260582,3.000565997,NA,NA
