Date,EUR= (BID),EURCNH= (BID),HBEHBEA (TRDPRC_1),HBEHBEAOTC (TRDPRC_1),EURCNY= (BID),
09/6/2010,1.1985,,,,8.1826,
10/6/2010,1.2108,,,,8.2704,
11/6/2010,1.211,,,,8.2736,
14/6/2010,1.2217,,,,8.347,
15/6/2010,1.2323,,,,8.4188,
16/6/2010,1.2306,,,,8.4078,
17/6/2010,1.2378,,,,8.4529,
18/6/2010,1.2384,,,,8.4542,
21/6/2010,1.2306,,,,8.3628,
22/6/2010,1.2266,,,,8.3551,
23/6/2010,1.2313,,,,8.3876,
24/6/2010,1.2333,,,,8.3859,
25/6/2010,1.2374,,,,8.4033,
28/6/2010,1.2277,,,,8.3441,
29/6/2010,1.2179,,,,8.2796,
30/6/2010,1.2234,,,,8.2972,
01/7/2010,1.2517,,,,8.4874,
02/7/2010,1.256,,,,8.5043,
05/7/2010,1.2539,,,,8.4961,
06/7/2010,1.2623,,,,8.5599,
07/7/2010,1.2634,,,,8.5627,
08/7/2010,1.2693,,,,8.6015,
09/7/2010,1.2634,,,,8.5557,
12/7/2010,1.2589,,,,8.5239,
13/7/2010,1.2726,,,,8.618,
14/7/2010,1.274,,,,8.6268,
15/7/2010,1.2938,,,,8.7686,
16/7/2010,1.293,,,,8.7601,
19/7/2010,1.294,,,,8.7701,
20/7/2010,1.2884,,,,8.7329,
21/7/2010,1.2756,,,,8.6446,
22/7/2010,1.2888,,,,8.7388,
23/7/2010,1.2904,,,,8.7493,
26/7/2010,1.2994,,,,8.8084,
27/7/2010,1.2993,,,,8.8068,
28/7/2010,1.2992,,,,8.806,
29/7/2010,1.3077,,,,8.8617,
30/7/2010,1.3045,,,,8.836,
02/8/2010,1.318,,,,8.9281,
03/8/2010,1.3226,,,,8.9577,
04/8/2010,1.3158,,,,8.9106,
05/8/2010,1.3191,,,,8.9276,
06/8/2010,1.3282,,,,8.9893,
09/8/2010,1.3232,,,,8.9541,
10/8/2010,1.3177,,,,8.9235,
11/8/2010,1.2832,,,,8.6944,
12/8/2010,1.2823,,,,8.6988,
13/8/2010,1.275,,,,8.6632,
16/8/2010,1.2823,,,,8.7252,
17/8/2010,1.2879,,,,8.7474,
18/8/2010,1.2855,,,,8.73,
19/8/2010,1.282,,,,8.7037,
20/8/2010,1.2705,,,,8.6267,
23/8/2010,1.2658,,,,8.6054,
24/8/2010,1.2624,,,,8.5821,
25/8/2010,1.2657,,,,8.6061,
26/8/2010,1.2719,,,,8.648,
27/8/2010,1.2762,,,,8.6752,
30/8/2010,1.2663,,,,8.6152,
31/8/2010,1.2685,,,,8.6352,
01/9/2010,1.2811,,,,8.7245,
02/9/2010,1.2825,,,,8.73,
03/9/2010,1.2893,,,,8.769,
06/9/2010,1.2872,,,,8.7366,
07/9/2010,1.2682,,,,8.6118,
08/9/2010,1.272,,,,8.6426,
09/9/2010,1.2694,,,,8.6091,
10/9/2010,1.2677,,,,8.5811,
13/9/2010,1.2878,,,,8.7049,
14/9/2010,1.2995,,,,8.7625,
15/9/2010,1.3004,,,,8.7621,
16/9/2010,1.3074,,,,8.7903,
17/9/2010,1.3045,,,,8.7702,
20/9/2010,1.3064,,,,8.7705,
21/9/2010,1.3251,,,,8.886,
22/9/2010,1.3399,,,,8.982,
23/9/2010,1.331,,,,8.9254,
24/9/2010,1.3488,,,,9.0417,
27/9/2010,1.3454,,,,9.0009,
28/9/2010,1.3579,,,,9.0856,
29/9/2010,1.3628,,,,9.1136,
30/9/2010,1.363,,,,9.1192,
01/10/2010,1.3789,9.1076,,,9.2242,
04/10/2010,1.368,9.0445,,,9.1542,
05/10/2010,1.3832,9.2544,,,9.2558,
06/10/2010,1.3936,9.1699,,,9.3215,
07/10/2010,1.3926,9.1396,,,9.3169,
08/10/2010,1.394,9.1432,,,9.2994,
11/10/2010,1.3873,9.0591,,,9.2504,
12/10/2010,1.3924,9.1063,,,9.2926,
13/10/2010,1.3962,9.1172,,,9.3021,
14/10/2010,1.4078,9.1591,,,9.3626,
15/10/2010,1.3976,9.0774,,,9.2808,
18/10/2010,1.3945,9.0154,,,9.2584,
19/10/2010,1.3732,8.8887,,,9.1261,
20/10/2010,1.3964,9.0696,,,9.2892,
21/10/2010,1.392,9.0786,,,9.2564,
22/10/2010,1.3949,9.1464,,,9.2877,
25/10/2010,1.3963,9.1849,,,9.2971,
26/10/2010,1.3859,9.1262,,,9.2336,
27/10/2010,1.3768,9.1241,,,9.1984,
28/10/2010,1.3931,9.2251,,,9.3146,
29/10/2010,1.3947,9.1674,,,9.3036,
01/11/2010,1.3889,9.1251,,,9.2913,
02/11/2010,1.4037,9.2714,,,9.3732,
03/11/2010,1.4143,9.3118,,,9.4389,
04/11/2010,1.4198,9.3323,,,9.4565,
05/11/2010,1.4031,9.2254,,,9.3376,
08/11/2010,1.3921,9.1948,,,9.298,
09/11/2010,1.3777,9.0859,,,9.1519,
10/11/2010,1.3782,9.1058,,,9.1423,
11/11/2010,1.3655,8.9986,,,9.0464,
12/11/2010,1.3691,9.0566,,,9.0878,
15/11/2010,1.3583,8.9919,,,9.0229,
16/11/2010,1.3492,8.9115,,,8.9557,
17/11/2010,1.3518,8.9219,,,8.9767,
18/11/2010,1.3644,8.9846,,,9.0507,
19/11/2010,1.3684,9.0109,,,9.0866,
22/11/2010,1.3625,8.9789,,,9.0469,
23/11/2010,1.3371,8.8516,,,8.8828,
24/11/2010,1.3329,8.8238,,,8.8683,
25/11/2010,1.3361,8.8557,,,8.8851,
26/11/2010,1.324,8.7967,,,8.8278,
29/11/2010,1.3118,8.7104,,,8.7359,
30/11/2010,1.2977,8.6193,,,8.6518,
01/12/2010,1.3142,8.7289,,,8.7565,
02/12/2010,1.3224,8.7873,,,8.809,
03/12/2010,1.3414,8.9096,,,8.9361,
06/12/2010,1.3305,8.8279,,,8.8442,
07/12/2010,1.3263,8.8,,,8.8139,
08/12/2010,1.3256,8.8086,,,8.8306,
09/12/2010,1.3242,8.8033,,,8.8124,
10/12/2010,1.3233,8.796,,,8.8052,
13/12/2010,1.3389,8.9104,,,8.9214,
14/12/2010,1.3384,8.9004,,,8.9061,
15/12/2010,1.3211,8.7886,,,8.7887,
16/12/2010,1.3236,8.8033,,,8.8198,
17/12/2010,1.318,8.7647,,,8.7733,
20/12/2010,1.3118,8.7379,,,8.7563,
21/12/2010,1.3095,8.7187,,,8.7187,
22/12/2010,1.3099,8.7043,,,8.7036,
23/12/2010,1.3119,8.7176,,,8.7162,
24/12/2010,1.3115,8.7189,,,8.6926,
27/12/2010,1.3159,8.7284,,,8.7285,
28/12/2010,1.3117,8.6939,,,8.6903,
29/12/2010,1.3223,8.747,,,8.751,
30/12/2010,1.3281,8.7655,,,8.7674,
31/12/2010,1.3377,8.7887,,,8.8148,
03/1/2011,1.3351,8.7449,,,8.7986,
04/1/2011,1.3301,8.7467,,,8.7899,
05/1/2011,1.3151,8.6534,,,8.7035,
06/1/2011,1.3001,8.5579,,,8.6191,
07/1/2011,1.2916,8.5119,,,8.5556,
10/1/2011,1.2941,8.5262,,,8.5908,
11/1/2011,1.2975,8.5317,,,8.5855,
12/1/2011,1.3135,8.6336,,,8.6693,
13/1/2011,1.3354,8.7736,,,8.8215,
14/1/2011,1.3375,8.7887,,,8.8103,
17/1/2011,1.3292,8.7461,,,8.758,
18/1/2011,1.3379,8.79,,,8.8111,
19/1/2011,1.3466,8.8505,,,8.865,
20/1/2011,1.3476,8.8591,,,8.8709,
21/1/2011,1.3615,8.9478,,,8.9642,
24/1/2011,1.3643,8.9682,,,8.9757,
25/1/2011,1.3689,9.0005,,,9.0113,
26/1/2011,1.3697,9.0058,,,9.0145,
27/1/2011,1.3726,9.0248,,,9.0323,
28/1/2011,1.3613,8.9594,,,8.9599,
31/1/2011,1.3685,9.0102,,,9.0357,
01/2/2011,1.3833,9.0897,,,9.1178,
02/2/2011,1.3803,9.0568,,,9.0506,
03/2/2011,1.363,8.9433,,,8.9378,
04/2/2011,1.3585,8.9138,,,8.9063,
07/2/2011,1.3586,8.9124,,,8.9118,
08/2/2011,1.3633,8.933,,,8.9291,
09/2/2011,1.373,9.0124,,,9.0493,
10/2/2011,1.3593,8.9231,,,8.9568,
11/2/2011,1.3546,8.9065,,,8.9291,
14/2/2011,1.3483,8.8718,,,8.9007,
15/2/2011,1.3489,8.865,,,8.8871,
16/2/2011,1.3566,8.8993,,,8.9352,
17/2/2011,1.3601,8.925,,,8.9589,
18/2/2011,1.3694,8.9778,,,9.0032,
21/2/2011,1.3675,8.9653,,,8.9786,
22/2/2011,1.3653,8.9687,,,8.9836,
23/2/2011,1.3746,9.027,,,9.0354,
24/2/2011,1.3803,9.0727,,,9.07,
25/2/2011,1.375,9.0379,,,9.0405,
28/2/2011,1.3801,9.0617,,,9.0677,
01/3/2011,1.3775,9.0357,,,9.0502,
02/3/2011,1.3863,9.0983,,,9.1112,
03/3/2011,1.3963,9.1625,,,9.1774,
04/3/2011,1.3982,9.1666,,,9.182,
07/3/2011,1.3972,9.1572,,,9.1566,
08/3/2011,1.3903,9.112,,,9.1314,
09/3/2011,1.3907,9.1216,,,9.1182,
10/3/2011,1.3792,9.0572,,,9.0656,
11/3/2011,1.3907,9.1341,,,9.1427,
14/3/2011,1.399,9.1865,,,9.1909,
15/3/2011,1.3996,9.201,,,9.1967,
16/3/2011,1.3901,9.1323,,,9.1348,
17/3/2011,1.4022,9.2011,,,9.2185,
18/3/2011,1.4176,9.3089,,,9.3121,
21/3/2011,1.4226,9.3326,,,9.3372,
22/3/2011,1.4201,9.33,,,9.3011,
23/3/2011,1.4082,9.2326,,,9.2343,
24/3/2011,1.4173,9.2912,,,9.2953,
25/3/2011,1.4081,9.2281,,,9.2326,
28/3/2011,1.4084,9.2371,,,9.2432,
29/3/2011,1.4109,9.2534,,,9.2565,
30/3/2011,1.4125,9.2554,,,9.2601,
31/3/2011,1.4165,9.2633,,,9.2757,
01/4/2011,1.4228,9.3122,,,9.3161,
04/4/2011,1.4218,9.2914,,,9.2958,
05/4/2011,1.422,9.295,,,9.2978,
06/4/2011,1.4332,9.3625,,,9.3776,
07/4/2011,1.4302,9.3475,,,9.3551,
08/4/2011,1.4478,9.4376,,,9.4614,
11/4/2011,1.4434,9.414,,,9.4377,
12/4/2011,1.4476,9.4473,,,9.4663,
13/4/2011,1.444,9.4106,,,9.4339,
14/4/2011,1.4488,9.4496,,,9.46,
15/4/2011,1.4429,9.4064,,,9.4246,
18/4/2011,1.4232,9.2786,,,9.2922,
19/4/2011,1.4335,9.3426,,,9.3618,
20/4/2011,1.4518,9.4444,,,9.4715,
21/4/2011,1.4551,9.444,,,9.4465,
22/4/2011,1.4555,9.4463,,,9.4705,
25/4/2011,1.4579,9.4529,,,9.5167,
26/4/2011,1.4642,9.511,,,9.5562,
27/4/2011,1.4776,9.5909,,,9.6216,
28/4/2011,1.4822,9.6015,,,9.6358,
29/4/2011,1.4799,9.5549,,,9.6046,
02/5/2011,1.4824,9.5714,,,9.6231,
03/5/2011,1.4826,9.5854,,,9.6311,
04/5/2011,1.4821,9.5829,,,9.6225,
05/5/2011,1.4538,9.4106,,,9.4408,
06/5/2011,1.4308,9.2607,,,9.2895,
09/5/2011,1.4362,9.3041,,,9.3252,
10/5/2011,1.4406,9.3264,,,9.3517,
11/5/2011,1.4195,9.1861,,,9.216,
12/5/2011,1.4241,9.2405,,,9.254,
13/5/2011,1.4118,9.1497,,,9.1735,
16/5/2011,1.4154,9.2066,,,9.2143,
17/5/2011,1.4237,9.239,,,9.2615,
18/5/2011,1.4245,9.2534,,,9.2657,
19/5/2011,1.4312,9.2912,,,9.3085,
20/5/2011,1.4152,9.1869,,,9.1875,
23/5/2011,1.405,9.1346,,,9.1381,
24/5/2011,1.4103,9.1615,,,9.1634,
25/5/2011,1.4085,9.151,,,9.1434,
26/5/2011,1.4138,9.1748,,,9.173,
27/5/2011,1.4321,9.2874,,,9.2972,
30/5/2011,1.4278,9.2528,,,9.2589,
31/5/2011,1.4394,9.3226,,,9.3265,
01/6/2011,1.4312,9.2631,,,9.272,
02/6/2011,1.449,9.3854,,,9.3923,
03/6/2011,1.4634,9.4614,,,9.4806,
06/6/2011,1.4576,9.4256,,,9.4411,
07/6/2011,1.4689,9.5016,,,9.5186,
08/6/2011,1.4576,9.4378,,,9.4385,
09/6/2011,1.4508,9.3984,,,9.3928,
10/6/2011,1.4345,9.292,,,9.2957,
13/6/2011,1.4415,9.3402,,,9.3434,
14/6/2011,1.4438,9.3447,,,9.3569,
15/6/2011,1.4166,9.1801,,,9.1788,
16/6/2011,1.421,9.2064,,,9.1985,
17/6/2011,1.4308,9.2418,,,9.2573,
20/6/2011,1.4307,9.2558,,,9.2569,
21/6/2011,1.4406,9.3138,,,9.3128,
22/6/2011,1.4353,9.2623,,,9.2672,
23/6/2011,1.4257,9.221,,,9.2228,
24/6/2011,1.419,9.1789,,,9.1866,
27/6/2011,1.4282,9.25,,,9.2575,
28/6/2011,1.4368,9.3003,,,9.294,
29/6/2011,1.4434,9.329,,,9.3296,
30/6/2011,1.4504,9.3695,,,9.3747,
01/7/2011,1.4522,9.3757,,,9.3877,
04/7/2011,1.4537,9.38,,,9.395,
05/7/2011,1.4422,9.3136,,,9.327,
06/7/2011,1.4316,9.2494,,,9.2569,
07/7/2011,1.4359,9.278,,,9.2846,
08/7/2011,1.4267,9.2089,,,9.2222,
11/7/2011,1.4035,9.0655,,,9.0745,
12/7/2011,1.3976,9.04,,,9.0446,
13/7/2011,1.4181,9.1707,,,9.1703,
14/7/2011,1.4142,9.1363,,,9.135,
15/7/2011,1.415,9.1376,,,9.1423,
18/7/2011,1.4109,9.1171,,,9.1242,
19/7/2011,1.4155,9.1454,,,9.1472,
20/7/2011,1.4217,9.1681,,,9.1802,
21/7/2011,1.4421,9.3129,,,9.3053,
22/7/2011,1.4353,9.2451,,,9.2532,
25/7/2011,1.4374,9.2615,,,9.2633,
26/7/2011,1.4512,9.3386,,,9.3467,
27/7/2011,1.4365,9.2472,,,9.2539,
28/7/2011,1.4329,9.2191,,,9.2311,
29/7/2011,1.4395,9.251,,,9.2646,
01/8/2011,1.4249,9.1479,,,9.1719,
02/8/2011,1.4192,9.1161,,,9.136,
03/8/2011,1.4325,9.1936,,,9.2154,
04/8/2011,1.4106,9.0544,,,9.0778,
05/8/2011,1.428,9.1865,,,9.1965,
08/8/2011,1.4174,9.108,,,9.1205,
09/8/2011,1.4368,9.2389,,,9.2392,
10/8/2011,1.4172,9.0806,,,9.0945,
11/8/2011,1.4241,9.0937,,,9.1056,
12/8/2011,1.4248,9.0885,,,9.1033,
15/8/2011,1.4444,9.21,,,9.23,
16/8/2011,1.4407,9.1735,,,9.1936,
17/8/2011,1.4423,9.1882,,,9.2195,
18/8/2011,1.433,9.1297,,,9.1514,
19/8/2011,1.4395,9.1738,,,9.1998,
22/8/2011,1.4358,9.1451,,,9.1878,
23/8/2011,1.4438,9.1962,,,9.2361,
24/8/2011,1.4412,9.1744,,,9.2064,
25/8/2011,1.4378,9.1622,,,9.1868,
26/8/2011,1.4497,9.2327,,,9.2587,
29/8/2011,1.4508,9.2321,,,9.2587,
30/8/2011,1.4445,9.1794,,,9.2125,
31/8/2011,1.4377,9.1328,,,9.1697,
01/9/2011,1.4258,9.0583,,,9.0993,
02/9/2011,1.4203,9.0216,,,9.0644,
05/9/2011,1.409,8.9605,,,8.9975,
06/9/2011,1.3998,8.9017,,,8.9441,
07/9/2011,1.4097,8.9687,,,9.0102,
08/9/2011,1.3881,8.8256,,,8.8619,
09/9/2011,1.3651,8.6815,,,8.7203,
12/9/2011,1.3672,8.7256,,,8.732,
13/9/2011,1.368,8.7353,,,8.7544,
14/9/2011,1.3745,8.7835,,,8.7838,
15/9/2011,1.3876,8.8603,,,8.8704,
16/9/2011,1.3797,8.7941,,,8.8052,
19/9/2011,1.3683,8.7458,,,8.7385,
20/9/2011,1.3704,8.7475,,,8.7495,
21/9/2011,1.3564,8.659,,,8.6617,
22/9/2011,1.346,8.6875,,,8.5981,
23/9/2011,1.3496,8.7857,,,8.6199,
26/9/2011,1.3538,8.7741,,,8.6577,
27/9/2011,1.3591,8.7648,,,8.6923,
28/9/2011,1.3541,8.7128,,,8.6523,
29/9/2011,1.3591,8.8005,,,8.694,
30/9/2011,1.3384,8.6763,,,8.5363,
03/10/2011,1.3169,8.5231,,,8.3939,
04/10/2011,1.3338,8.6501,,,8.5106,
05/10/2011,1.3346,8.5846,,,8.5074,
06/10/2011,1.3431,8.6248,,,8.5644,
07/10/2011,1.3375,8.5819,,,8.5259,
10/10/2011,1.3642,8.7088,,,8.6584,
11/10/2011,1.3643,8.8237,,,8.6967,
12/10/2011,1.3786,8.8299,,,8.7651,
13/10/2011,1.3774,8.8829,,,8.7903,
14/10/2011,1.3875,8.935,,,8.8495,
17/10/2011,1.374,8.8322,,,8.7516,
18/10/2011,1.3737,8.8253,,,8.7641,
19/10/2011,1.3754,8.8331,,,8.7702,
20/10/2011,1.3775,8.8376,,,8.7919,
21/10/2011,1.3894,8.9048,,,8.8676,
24/10/2011,1.3925,8.924,,,8.8762,
25/10/2011,1.3904,8.8946,,,8.8417,
26/10/2011,1.39,8.8947,,,8.8319,
27/10/2011,1.419,9.0738,,,9.0196,
28/10/2011,1.4146,9.0243,,,8.9926,
31/10/2011,1.3856,8.8509,,,8.8057,
01/11/2011,1.3694,8.7645,,,8.7014,
02/11/2011,1.3746,8.7757,,,8.7356,
03/11/2011,1.3813,8.8299,,,8.7737,
04/11/2011,1.3794,8.7986,,,8.7454,
07/11/2011,1.3775,8.7826,,,8.7407,
08/11/2011,1.3837,8.8027,,,8.7806,
09/11/2011,1.3546,8.6135,,,8.5896,
10/11/2011,1.3601,8.6652,,,8.6342,
11/11/2011,1.375,8.7299,,,8.7203,
14/11/2011,1.3623,8.6584,,,8.6587,
15/11/2011,1.3531,8.6047,,,8.5886,
16/11/2011,1.3462,8.5536,,,8.5384,
17/11/2011,1.3459,8.5467,,,8.5459,
18/11/2011,1.3509,8.5882,,,8.5889,
21/11/2011,1.3494,8.6135,,,8.5851,
22/11/2011,1.3513,8.6096,,,8.5943,
23/11/2011,1.3333,8.5149,,,8.4785,
24/11/2011,1.3348,8.5212,,,8.4907,
25/11/2011,1.3233,8.463,,,8.4436,
28/11/2011,1.3308,8.5121,,,8.497,
29/11/2011,1.3329,8.5124,,,8.4966,
30/11/2011,1.3441,8.5704,,,8.5714,
01/12/2011,1.3463,8.5883,,,8.5673,
02/12/2011,1.3402,8.5532,,,8.5231,
05/12/2011,1.3401,8.539,,,8.5263,
06/12/2011,1.3401,8.5441,,,8.5284,
07/12/2011,1.3412,8.5506,,,8.5331,
08/12/2011,1.3345,8.4926,,,8.4879,
09/12/2011,1.3372,8.5164,,,8.512,
12/12/2011,1.3184,8.392,,,8.3881,
13/12/2011,1.3033,8.3258,,,8.2965,
14/12/2011,1.298,8.3082,,,8.2664,
15/12/2011,1.3015,8.3228,,,8.2932,
16/12/2011,1.3033,8.2932,,,8.2745,
19/12/2011,1.2994,8.2638,,,8.2338,
20/12/2011,1.3077,8.3061,,,8.3004,
21/12/2011,1.3044,8.2693,,,8.2668,
22/12/2011,1.3048,8.2761,,,8.272,
23/12/2011,1.304,8.2683,,,8.2646,
26/12/2011,1.3058,8.2708,,,8.2493,
27/12/2011,1.3068,8.2731,,,8.2603,
28/12/2011,1.2935,8.1856,,,8.177,
29/12/2011,1.2961,8.2261,,,8.1884,
30/12/2011,1.2945,8.2082,,,8.1449,
02/1/2012,1.2928,8.1917,,,8.1369,
03/1/2012,1.305,8.2331,,,8.2124,
04/1/2012,1.294,8.1675,,,8.1452,
05/1/2012,1.278,8.0664,,,8.0537,
06/1/2012,1.272,8.02,,,8.0248,
09/1/2012,1.2765,8.0551,,,8.0589,
10/1/2012,1.2772,8.0557,,,8.065,
11/1/2012,1.2703,8.0137,,,8.0231,
12/1/2012,1.2825,8.0894,,,8.1025,
13/1/2012,1.2677,7.9869,,,7.9922,
16/1/2012,1.2661,7.9847,,,7.9976,
17/1/2012,1.2737,8.0183,,,8.0423,
18/1/2012,1.2854,8.0765,,,8.1146,
19/1/2012,1.2964,8.1554,,,8.1864,
20/1/2012,1.2937,8.1459,,,8.1898,
23/1/2012,1.3028,8.2086,,,8.2513,
24/1/2012,1.3021,8.2107,,,8.2456,
25/1/2012,1.3109,8.2611,,,8.3007,
26/1/2012,1.3097,8.2395,,,8.2962,
27/1/2012,1.3224,8.3135,,,8.376,
30/1/2012,1.3125,8.2811,,,8.3151,
31/1/2012,1.3078,8.237,,,8.2477,
01/2/2012,1.3158,8.279,,,8.2975,
02/2/2012,1.3145,8.2731,,,8.2836,
03/2/2012,1.3143,8.2693,,,8.283,
06/2/2012,1.3131,8.2601,,,8.2845,
07/2/2012,1.3264,8.3397,,,8.3612,
08/2/2012,1.3257,8.3298,,,8.3424,
09/2/2012,1.3281,8.3549,,,8.3631,
10/2/2012,1.3173,8.2914,,,8.3021,
13/2/2012,1.3193,8.3021,,,8.3073,
14/2/2012,1.3118,8.2606,,,8.2631,
15/2/2012,1.307,8.2238,,,8.2313,
16/2/2012,1.3139,8.2699,,,8.2769,
17/2/2012,1.3151,8.2775,,,8.2838,
20/2/2012,1.3239,8.3294,,,8.3436,
21/2/2012,1.3239,8.3348,,,8.3346,
22/2/2012,1.3243,8.3388,,,8.3384,
23/2/2012,1.3367,8.4164,,,8.4217,
24/2/2012,1.3454,8.4684,,,8.4734,
27/2/2012,1.3399,8.4411,,,8.443,
28/2/2012,1.3469,8.4772,,,8.4815,
29/2/2012,1.3324,8.3845,,,8.3861,
01/3/2012,1.3311,8.3776,,,8.3873,
02/3/2012,1.3201,8.3085,,,8.3121,
05/3/2012,1.3218,8.3214,,,8.3323,
06/3/2012,1.3114,8.2773,,,8.2702,
07/3/2012,1.3149,8.2938,,,8.2979,
08/3/2012,1.327,8.3691,,,8.3837,
09/3/2012,1.3113,8.2661,,,8.2777,
12/3/2012,1.3153,8.3062,,,8.3178,
13/3/2012,1.3082,8.2881,,,8.2758,
14/3/2012,1.3027,8.2493,,,8.2479,
15/3/2012,1.3082,8.2724,,,8.2784,
16/3/2012,1.3173,8.2707,,,8.328,
19/3/2012,1.324,8.3659,,,8.3686,
20/3/2012,1.3224,8.3536,,,8.3607,
21/3/2012,1.3211,8.386,,,8.3547,
22/3/2012,1.3196,8.3331,,,8.3124,
23/3/2012,1.3271,8.352,,,8.3659,
26/3/2012,1.3357,8.4272,,,8.4336,
27/3/2012,1.3317,8.4145,,,8.3991,
28/3/2012,1.3314,8.4166,,,8.3937,
29/3/2012,1.3301,8.388,,,8.3858,
30/3/2012,1.3343,8.4108,,,8.4028,
02/4/2012,1.3321,8.4067,,,8.3888,
03/4/2012,1.3233,8.3874,,,8.3329,
04/4/2012,1.3141,8.2918,,,8.2743,
05/4/2012,1.3063,8.2487,,,8.2464,
06/4/2012,1.3094,8.2487,,,8.256,
09/4/2012,1.31,8.2427,,,8.266,
10/4/2012,1.308,8.2551,,,8.254,
11/4/2012,1.3109,8.2896,,,8.2692,
12/4/2012,1.3185,8.2974,,,8.3156,
13/4/2012,1.3075,8.2844,,,8.2405,
16/4/2012,1.3138,8.2093,,,8.2964,
17/4/2012,1.3123,8.2713,,,8.272,
18/4/2012,1.312,8.2718,,,8.2695,
19/4/2012,1.3134,8.2817,,,8.2812,
20/4/2012,1.3221,8.3288,,,8.3403,
23/4/2012,1.3154,8.2784,,,8.2957,
24/4/2012,1.3194,8.3229,,,8.3211,
25/4/2012,1.3222,8.3368,,,8.3351,
26/4/2012,1.3208,8.3254,,,8.3282,
27/4/2012,1.3252,8.3406,,,8.3611,
30/4/2012,1.324,8.333,,,8.3536,
01/5/2012,1.3236,8.3315,,,8.3511,
02/5/2012,1.3155,8.2926,,,8.295,
03/5/2012,1.315,8.2907,,,8.2901,
04/5/2012,1.3082,8.2807,,,8.2489,
07/5/2012,1.3052,8.2908,,,8.233,
08/5/2012,1.3002,8.2165,,,8.1999,
09/5/2012,1.2932,8.1627,,,8.1596,
10/5/2012,1.2935,8.1813,,,8.1669,
11/5/2012,1.2915,8.165,,,8.149,
14/5/2012,1.2825,8.136,,,8.1064,
15/5/2012,1.273,8.1161,,,8.0429,
16/5/2012,1.2715,8.053,,,8.0364,
17/5/2012,1.2693,8.0321,,,8.0277,
18/5/2012,1.2782,8.041,,,8.0884,
21/5/2012,1.2812,8.0965,,,8.1062,
22/5/2012,1.2682,8.0413,,,8.0147,
23/5/2012,1.2584,8.0133,,,7.9704,
24/5/2012,1.2535,7.961,,,7.9532,
25/5/2012,1.2515,7.9785,,,7.9394,
28/5/2012,1.254,7.9526,,,7.9565,
29/5/2012,1.2496,7.936,,,7.9335,
30/5/2012,1.237,7.8985,,,7.8628,
31/5/2012,1.2356,7.8962,,,7.8693,
01/6/2012,1.2432,7.9123,,,7.9179,
04/6/2012,1.2495,7.9565,,,7.9518,
05/6/2012,1.2453,7.9274,,,7.9288,
06/6/2012,1.2571,7.987,,,7.9998,
07/6/2012,1.256,7.9901,,,7.9912,
08/6/2012,1.2516,7.9497,,,7.9724,
11/6/2012,1.2475,7.953,,,7.9433,
12/6/2012,1.2512,7.9699,,,7.9692,
13/6/2012,1.2555,7.9995,,,7.9988,
14/6/2012,1.263,8.0441,,,8.0468,
15/6/2012,1.2636,8.0548,,,8.0427,
18/6/2012,1.2575,8.004,,,7.9956,
19/6/2012,1.2687,8.0701,,,8.0609,
20/6/2012,1.2704,8.0785,,,8.0785,
21/6/2012,1.2541,8.0045,,,7.9816,
22/6/2012,1.2568,8.0046,,,7.9988,
25/6/2012,1.2503,7.963,,,7.9558,
26/6/2012,1.2489,7.954,,,7.9469,
27/6/2012,1.2469,7.9336,,,7.9261,
28/6/2012,1.2438,7.914,,,7.9062,
29/6/2012,1.2658,8.005,,,8.0416,
02/7/2012,1.2585,7.9955,,,7.9882,
03/7/2012,1.2605,8.0066,,,8.0066,
04/7/2012,1.2522,7.976,,,7.9496,
05/7/2012,1.2392,7.8729,,,7.8747,
06/7/2012,1.2287,7.877,,,7.8194,
09/7/2012,1.2318,7.8431,,,7.847,
10/7/2012,1.2249,7.8379,,,7.7989,
11/7/2012,1.2237,7.8139,,,7.7939,
12/7/2012,1.2196,7.775,,,7.7747,
13/7/2012,1.225,7.7735,,,7.8142,
16/7/2012,1.2272,7.776,,,7.825,
17/7/2012,1.2293,7.8279,,,7.8318,
18/7/2012,1.2283,7.8235,,,7.823,
19/7/2012,1.2279,7.8235,,,7.8245,
20/7/2012,1.2156,7.7515,,,7.7462,
23/7/2012,1.2114,7.7363,,,7.7393,
24/7/2012,1.2059,7.7029,,,7.7024,
25/7/2012,1.2156,7.7681,,,7.7613,
26/7/2012,1.2281,7.7987,,,7.8394,
27/7/2012,1.2317,7.8703,,,7.861,
30/7/2012,1.226,7.8259,,,7.8209,
31/7/2012,1.2303,7.8384,,,7.8245,
01/8/2012,1.2224,7.8393,,,7.7868,
02/8/2012,1.218,7.7669,,,7.7569,
03/8/2012,1.2385,7.8569,,,7.8925,
06/8/2012,1.24,7.9031,,,7.9015,
07/8/2012,1.24,7.9006,,,7.891,
08/8/2012,1.2364,7.874,,,7.8628,
09/8/2012,1.2305,7.8302,,,7.824,
10/8/2012,1.2289,7.82,,,7.817,
13/8/2012,1.2331,7.8461,,,7.8448,
14/8/2012,1.2321,7.8407,,,7.8332,
15/8/2012,1.2288,7.8259,,,7.8175,
16/8/2012,1.2354,7.8639,,,7.8644,
17/8/2012,1.2333,7.8499,,,7.8413,
20/8/2012,1.2343,7.8525,,,7.8517,
21/8/2012,1.247,7.9259,,,7.9252,
22/8/2012,1.2526,7.965,,,7.9553,
23/8/2012,1.2562,7.9813,,,7.98,
